date,region,product_id,category,revenue,orders,units,avg_unit_price,cogs,gross_margin
2025-06-25,South,P024,Beauty,3702.49,1,2,1880.2,2483.6,0.32920818152108444
2025-06-25,South,P026,Beauty,4178.98,2,2,2142.575,2693.12,0.35555566190792964
2025-06-25,South,P030,Beauty,4743.45,1,2,2443.06,3143.74,0.33724609724989196
2025-06-25,South,P031,Grocery,2909.17,2,4,754.345,1830.19,0.37088929144738875
2025-06-25,South,P033,Grocery,836.81,1,1,849.47,564.08,0.32591627729114125
2025-06-25,South,P034,Grocery,822.73,1,1,850.72,526.28,0.3603247724040694
2025-06-25,South,P036,Grocery,932.08,1,1,968.29,633.2,0.32065917088661916
2025-06-25,South,P037,Grocery,936.72,1,1,956.42,610.26,0.34851396361772996
2025-06-25,South,P038,Grocery,1025.02,1,1,1059.56,669.66,0.34668591832354495
2025-06-25,South,P040,Grocery,1076.89,1,1,1121.41,752.29,0.30142354372312874
2025-06-25,South,P041,Fashion,8349.81,1,3,2852.88,5619.84,0.326949954549864
2025-06-25,South,P042,Fashion,10773.7,2,4,2813.285,6801.110000000001,0.3687303340542246
2025-06-25,South,P043,Fashion,3015.8,1,1,3040.43,1945.35,0.35494727767093315
2025-06-25,South,P045,Fashion,9233.88,1,3,3214.58,6021.28,0.3479144195072927
2025-06-25,South,P046,Fashion,9787.77,2,3,3377.585,6422.549999999999,0.3438188678319986
2025-06-25,South,P049,Fashion,7396.75,2,2,3822.995,5106.25,0.3096630276810762
2025-06-25,South,P050,Fashion,7512.389999999999,2,2,3860.285,4948.59,0.3412762116982744
2025-06-25,South,P051,Sports,3622.4,1,1,3638.77,2394.7,0.33891894876325096
2025-06-25,South,P052,Sports,7465.26,1,2,3759.7,4766.44,0.3615172144037851
2025-06-25,South,P054,Sports,4065.2,1,1,4165.16,2673.68,0.3423005018203287
2025-06-25,South,P058,Sports,4850.16,1,1,4871.6,3083.42,0.36426427169412967
2025-06-25,South,P060,Sports,5046.55,1,1,5287.11,3309.26,0.34425300452784574
2025-06-25,West,P001,Electronics,13892.93,1,1,14325.56,8723.46,0.37209357565322804
2025-06-25,West,P002,Electronics,58172.75,4,4,15052.5175,38324.759999999995,0.34119050586399996
2025-06-25,West,P003,Electronics,46808.54,2,3,15950.895,31026.82,0.3371547157847692
2025-06-25,West,P004,Electronics,47494.69,2,3,16165.66,30965.52,0.34802143144844194
2025-06-25,West,P005,Electronics,17340.83,1,1,17569.23,11250.32,0.3512236726846409
2025-06-25,West,P007,Electronics,36719.37,1,2,19160.6,25209.98,0.31344192452103625
2025-06-25,West,P010,Electronics,20718.02,1,1,21003.67,13893.77,0.32938717116790117
2025-06-25,West,P013,Home,13644.28,1,3,4550.37,8804.67,0.3546988188456995
2025-06-25,West,P015,Home,14727.66,2,3,4979.115,10088.93,0.31496721135604705
2025-06-25,West,P017,Home,10780.27,1,2,5671.44,6921.82,0.3579177515962031
2025-06-25,West,P021,Beauty,3380.98,1,2,1690.49,2372.44,0.29829812657868426
2025-06-25,West,P022,Beauty,1680.61,1,1,1784.47,1110.5,0.3392280183980816
2025-06-25,West,P023,Beauty,1758.85,1,1,1831.75,1132.81,0.35593711800324074
2025-06-25,West,P025,Beauty,9818.5,3,5,2010.17,6333.18,0.3549747924835769
2025-06-25,West,P026,Beauty,4149.12,1,2,2074.56,2681.45,0.3537304295850687
2025-06-25,West,P027,Beauty,6530.22,2,3,2223.04,4527.7300000000005,0.30664969939757003
2025-06-25,West,P029,Beauty,9235.39,2,4,2343.895,6313.299999999999,0.3164013647501622
2025-06-25,West,P033,Grocery,1606.55,2,2,823.76,1032.3899999999999,0.3573869471849616
2025-06-25,West,P034,Grocery,829.29,1,1,871.93,545.5,0.3422083951331862
2025-06-25,West,P039,Grocery,3207.95,1,3,1103.98,2144.45,0.3315201296778317
2025-06-25,West,P041,Fashion,5424.120000000001,2,2,2769.5950000000003,3682.0699999999997,0.3211673045581589
2025-06-25,West,P043,Fashion,2967.12,1,1,3009.86,1896.03,0.3609864110652754
2025-06-25,West,P044,Fashion,6050.73,2,2,3109.305,3898.57,0.3556860081345556
2025-06-25,West,P045,Fashion,6420.88,1,2,3309.39,4424.68,0.31089196496430394
2025-06-25,West,P046,Fashion,6614.92,1,2,3385.32,4435.85,0.3294174381549587
2025-06-25,West,P047,Fashion,3308.49,1,1,3439.18,2169.36,0.34430510595468017
2025-06-25,West,P048,Fashion,3583.83,1,1,3670.83,2374.36,0.3374797353669119
2025-06-25,West,P049,Fashion,7539.4,1,2,3855.68,4832.82,0.35899143167891345
2025-06-25,West,P050,Fashion,7533.74,1,2,3811.85,5235.94,0.3050012344466361
2025-06-25,West,P051,Sports,3515.18,1,1,3537.11,2307.13,0.34366661166711227
2025-06-25,West,P052,Sports,3685.83,1,1,3795.13,2407.74,0.34675771807164196
2025-06-25,West,P053,Sports,3939.66,1,1,4024.99,2636.92,0.33067320530198036
2025-06-25,West,P057,Sports,4498.06,1,1,4655.41,2910.01,0.35305220472826065
2025-06-25,West,P060,Sports,14964.61,1,3,5077.57,10058.18,0.3278688853234398
2025-06-26,East,P002,Electronics,14722.48,1,1,15377.56,9032.33,0.38649398742603147
2025-06-26,East,P003,Electronics,94217.95,3,6,16018.81,63467.85,0.32637199174891834
2025-06-26,East,P005,Electronics,117886.34,3,7,17331.293333333335,76250.76,0.3531840924062958
2025-06-26,East,P006,Electronics,34246.46,1,2,18162.1,23121.01,0.3248642341427406
2025-06-26,East,P007,Electronics,56314.78,1,3,19041.99,37173.06,0.339905793825351
2025-06-26,East,P009,Electronics,58958.73,1,3,20252.38,40124.71,0.31944412642538267
2025-06-26,East,P011,Home,4072.23,1,1,4187.38,2760.45,0.32212817056011084
2025-06-26,East,P012,Home,12806.18,1,3,4427.22,8340.67,0.3486996122184758
2025-06-26,East,P016,Home,4934.4,1,1,5049.01,3270.46,0.33721222438391696
2025-06-26,East,P017,Home,27163.190000000002,4,5,5508.3975,17852.91,0.3427535572957374
2025-06-26,East,P022,Beauty,0.0,1,2,1786.08,2176.38,
2025-06-26,East,P024,Beauty,7591.7699999999995,2,4,1923.495,4945.69,0.34854585952946415
2025-06-26,East,P028,Beauty,2177.04,1,1,2222.83,1479.55,0.3203845588505494
2025-06-26,East,P031,Grocery,2286.3,1,3,776.78,1568.48,0.3139657962647072
2025-06-26,East,P032,Grocery,3086.33,2,4,787.9300000000001,2026.56,0.34337546535853264
2025-06-26,East,P035,Grocery,920.46,1,1,941.65,607.34,0.3401777372183473
2025-06-26,East,P036,Grocery,0.0,1,3,947.61,1901.39,
2025-06-26,East,P042,Fashion,2764.99,1,1,2820.55,1841.8,0.33388547517350875
2025-06-26,East,P043,Fashion,8999.94,1,3,3023.87,6020.56,0.3310444291850834
2025-06-26,East,P044,Fashion,3040.94,1,1,3057.14,1860.26,0.38826152439706146
2025-06-26,East,P045,Fashion,3153.97,1,1,3245.83,2063.3,0.3458086158080133
2025-06-26,East,P046,Fashion,3269.13,1,1,3387.7,2266.34,0.30674521967618296
2025-06-26,East,P050,Fashion,3814.12,1,1,3942.65,2622.43,0.3124416641322245
2025-06-26,East,P051,Sports,13869.62,2,4,3555.1099999999997,9418.17,0.32094967273796976
2025-06-26,East,P055,Sports,4241.49,1,1,4320.56,2710.0,0.36107358499018033
2025-06-26,East,P057,Sports,9097.77,1,2,4737.93,5665.17,0.37730125074606197
2025-06-26,East,P059,Sports,5031.25,1,1,5064.68,3200.06,0.3639632298136646
2025-06-26,North,P001,Electronics,29469.7,1,2,14771.78,18750.5,0.3637363122122044
2025-06-26,North,P003,Electronics,45129.81,1,3,15387.96,29963.7,0.33605525926211516
2025-06-26,North,P005,Electronics,16289.12,1,1,16766.98,10901.15,0.3307710913787854
2025-06-26,North,P007,Electronics,53632.62,1,3,18743.49,33808.49,0.3696282225257689
2025-06-26,North,P009,Electronics,58422.59,1,3,20140.86,39736.06,0.31985110553982626
2025-06-26,North,P011,Home,28543.38,3,7,4109.013333333333,19451.14,0.3185411118094634
2025-06-26,North,P014,Home,9160.56,1,2,4733.16,6692.14,0.26946169229828737
2025-06-26,North,P015,Home,9602.35,1,2,4916.72,6420.4,0.33137200789390103
2025-06-26,North,P016,Home,9924.41,1,2,5197.66,6365.73,0.3585784948425146
2025-06-26,North,P018,Home,16354.85,2,3,5564.605,10720.73,0.3444923065634965
2025-06-26,North,P021,Beauty,4923.97,2,3,1686.135,3134.3,0.363460784692027
2025-06-26,North,P022,Beauty,1707.03,1,1,1751.88,1142.28,0.3308377708651869
2025-06-26,North,P023,Beauty,5448.9400000000005,2,3,1863.44,3585.2700000000004,0.3420243203265222
2025-06-26,North,P024,Beauty,3731.33,2,2,1938.15,2394.75,0.3582047152087861
2025-06-26,North,P025,Beauty,7799.38,2,4,1996.73,5091.32,0.34721477861060757
2025-06-26,North,P026,Beauty,2085.15,1,1,2104.3,1456.55,0.3014651224132557
2025-06-26,North,P027,Beauty,10426.72,2,5,2167.26,6775.110000000001,0.35021655899458304
2025-06-26,North,P029,Beauty,4590.92,2,2,2362.655,2994.33,0.3477712528207854
2025-06-26,North,P031,Grocery,0.0,1,1,790.03,490.88,
2025-06-26,North,P033,Grocery,1628.03,2,2,827.77,1077.74,0.33800974183522414
2025-06-26,North,P034,Grocery,3428.59,2,4,873.99,2265.84,0.33913357969311
2025-06-26,North,P035,Grocery,874.73,1,1,904.39,543.43,0.3787454414505048
2025-06-26,North,P037,Grocery,1859.07,1,2,979.9,1241.61,0.33213380883990384
2025-06-26,North,P040,Grocery,2156.5,1,2,1099.47,1428.72,0.33748203106886154
2025-06-26,North,P041,Fashion,10484.84,2,4,2694.9,6691.530000000001,0.36178997485893916
2025-06-26,North,P042,Fashion,5621.98,2,4,2887.975,7400.24,-0.3163049317144494
2025-06-26,North,P043,Fashion,3000.3,1,1,3018.71,1964.01,0.34539546045395464
2025-06-26,North,P044,Fashion,9474.67,1,3,3185.94,6169.12,0.34888286346648484
2025-06-26,North,P049,Fashion,7532.31,2,3,3847.9049999999997,7381.280000000001,0.020050953824258394
2025-06-26,North,P052,Sports,3590.88,1,1,3655.96,2333.24,0.35023169807957943
2025-06-26,North,P053,Sports,3882.75,1,1,3998.71,2427.87,0.3747034962333398
2025-06-26,North,P054,Sports,4218.09,1,1,4241.84,2646.46,0.37259280859346294
2025-06-26,North,P056,Sports,4355.83,1,1,4493.79,2755.56,0.36738577951848445
2025-06-26,North,P060,Sports,34703.05,3,7,5167.7699999999995,23412.55,0.32534604307114223
2025-06-26,South,P001,Electronics,28092.260000000002,2,2,14420.735,18217.29,0.3515192440907211
2025-06-26,South,P002,Electronics,29143.46,1,2,15119.04,18146.35,0.3773440078837585
2025-06-26,South,P004,Electronics,15474.71,1,1,15795.36,10637.82,0.3125674083714654
2025-06-26,South,P005,Electronics,33591.13,2,2,17272.324999999997,21881.19,0.3486021458641016
2025-06-26,South,P007,Electronics,36945.8,2,2,18667.465,24466.86,0.3377634264246545
2025-06-26,South,P013,Home,4556.2,1,1,4662.03,3111.25,0.317139282735613
2025-06-26,South,P014,Home,13844.010000000002,3,5,4720.026666666667,15218.68,-0.09929709672269799
2025-06-26,South,P015,Home,9773.49,1,2,5037.88,6383.27,0.34687915984975676
2025-06-26,South,P016,Home,4953.19,1,1,5199.11,3211.94,0.35154112804071713
2025-06-26,South,P021,Beauty,6520.0,2,4,1675.49,3991.6099999999997,0.38778987730061354
2025-06-26,South,P022,Beauty,6937.01,2,4,1781.005,4710.79,0.32091924330511273
2025-06-26,South,P024,Beauty,3661.0299999999997,2,2,1898.52,2425.3,0.33753615785721497
2025-06-26,South,P025,Beauty,1918.29,1,1,1954.85,1293.32,0.3257953698345923
2025-06-26,South,P030,Beauty,2389.77,1,1,2405.41,1569.58,0.3432087606757136
2025-06-26,South,P031,Grocery,2248.97,1,3,769.59,1475.43,0.3439530095999501
2025-06-26,South,P032,Grocery,3036.08,2,4,794.71,2039.0900000000001,0.3283806750810255
2025-06-26,South,P033,Grocery,1682.52,1,2,850.53,1124.35,0.33174642797708204
2025-06-26,South,P035,Grocery,1708.57,1,2,888.77,1036.39,0.39341671690360935
2025-06-26,South,P037,Grocery,1940.81,1,2,999.18,1236.9,0.36268877427465845
2025-06-26,South,P041,Fashion,18943.550000000003,4,9,2758.0675,15725.32,0.16988526437758514
2025-06-26,South,P042,Fashion,2870.58,1,1,2908.39,1830.69,0.36225780155926673
2025-06-26,South,P043,Fashion,9075.0,1,3,3111.82,6110.92,0.3266203856749311
2025-06-26,South,P044,Fashion,3036.83,1,1,3074.96,1982.33,0.3472370860403776
2025-06-26,South,P046,Fashion,3348.9,1,1,3477.57,2203.16,0.3421242796142017
2025-06-26,South,P047,Fashion,3445.96,1,1,3567.99,2200.76,0.36135068311878255
2025-06-26,South,P048,Fashion,3525.22,1,1,3694.81,2312.37,0.3440494493960661
2025-06-26,South,P049,Fashion,7385.81,1,2,3793.04,4631.08,0.37297601752549825
2025-06-26,South,P051,Sports,21620.52,3,6,3672.3799999999997,14146.02,0.3457132390895316
2025-06-26,South,P053,Sports,11519.369999999999,2,3,3937.4399999999996,7856.81,0.3179479433337065
2025-06-26,South,P058,Sports,9586.88,1,2,4828.69,5907.45,0.3837984829266664
2025-06-26,West,P001,Electronics,42788.98,1,3,14600.26,27666.23,0.35342627938314963
2025-06-26,West,P002,Electronics,29206.83,1,2,14942.61,18559.88,0.3645363088017426
2025-06-26,West,P003,Electronics,31080.6,1,2,15540.3,20816.53,0.3302404071993462
2025-06-26,West,P004,Electronics,16344.73,1,1,16519.84,11212.03,0.3140278242589507
2025-06-26,West,P005,Electronics,67238.4,2,4,17391.120000000003,43620.2,0.35126058918713116
2025-06-26,West,P009,Electronics,19685.38,1,1,19742.63,12775.86,0.35099754233852737
2025-06-26,West,P010,Electronics,39359.48,1,2,20689.38,26557.42,0.3252598865635421
2025-06-26,West,P012,Home,4151.56,1,1,4290.13,2864.08,0.31011956951121994
2025-06-26,West,P013,Home,30462.26,4,7,4492.4575,20292.34,0.33385310216641834
2025-06-26,West,P016,Home,5140.01,1,1,5228.9,3428.85,0.332909858152027
2025-06-26,West,P017,Home,5273.54,1,1,5413.76,3489.72,0.33825855118193854
2025-06-26,West,P021,Beauty,4844.34,1,3,1685.75,3171.57,0.3453040042606423
2025-06-26,West,P022,Beauty,8575.76,3,7,1754.1533333333334,7878.47,0.08130941164398257
2025-06-26,West,P023,Beauty,7289.74,2,4,1846.275,4685.49,0.3572486810229171
2025-06-26,West,P024,Beauty,3859.97,1,2,1949.48,2578.71,0.33193522229447375
2025-06-26,West,P025,Beauty,1948.76,1,1,2014.22,1378.9,0.29242184773907504
2025-06-26,West,P026,Beauty,10615.150000000001,2,5,2156.6949999999997,6916.6,0.3484218310622083
2025-06-26,West,P029,Beauty,2341.12,1,1,2341.12,1548.78,0.3384448469108802
2025-06-26,West,P030,Beauty,9304.18,2,4,2392.685,6063.87,0.3482638985918158
2025-06-26,West,P032,Grocery,786.47,1,1,803.34,521.53,0.3368723536816408
2025-06-26,West,P037,Grocery,955.67,1,1,971.01,660.26,0.3091129783293396
2025-06-26,West,P038,Grocery,1002.74,1,1,1037.28,659.12,0.3426810539122804
2025-06-26,West,P042,Fashion,8142.5,1,3,2819.62,5626.38,0.3090107460853546
2025-06-26,West,P045,Fashion,6165.3,1,2,3202.09,4158.53,0.3254942987364768
2025-06-26,West,P046,Fashion,6547.65,2,2,3392.235,4429.13,0.32355425228898915
2025-06-26,West,P047,Fashion,3467.02,1,1,3514.11,2277.9,0.34298042699494086
2025-06-26,West,P048,Fashion,10848.45,1,3,3616.15,7130.09,0.3427549557770926
2025-06-26,West,P049,Fashion,14449.01,2,4,3805.175,9448.18,0.3461019128646184
2025-06-26,West,P051,Sports,14036.68,2,4,3596.985,8853.33,0.3692717936150144
2025-06-26,West,P055,Sports,8268.22,1,2,4257.58,5565.02,0.3269385671885846
2025-06-26,West,P056,Sports,8530.16,1,2,4410.63,5554.8,0.3488047117521828
2025-06-26,West,P059,Sports,24506.620000000003,2,5,5036.415,16100.43,0.3430171112948257
2025-06-26,West,P060,Sports,25420.34,3,5,5271.796666666666,16305.720000000001,0.35855617981506144
2025-06-27,East,P002,Electronics,58455.18,3,4,15136.073333333334,37944.770000000004,0.35087412270392454
2025-06-27,East,P006,Electronics,16943.87,1,1,17850.69,10898.5,0.35678803012534915
2025-06-27,East,P007,Electronics,18363.43,1,1,18793.81,11076.34,0.3968261920567127
2025-06-27,East,P009,Electronics,20511.07,1,1,20703.61,13605.77,0.3366621049023771
2025-06-27,East,P011,Home,8121.35,2,2,4142.355,5365.76,0.3393019633435328
2025-06-27,East,P012,Home,8240.99,1,2,4302.04,5450.05,0.3386656214847973
2025-06-27,East,P013,Home,26111.690000000002,3,6,4495.1466666666665,17193.75,0.34153055585448516
2025-06-27,East,P014,Home,8882.0,1,2,4643.94,5322.04,0.4008061247466787
2025-06-27,East,P018,Home,10567.82,1,2,5574.92,6847.33,0.35205841886027583
2025-06-27,East,P026,Beauty,10092.26,2,5,2093.435,6748.969999999999,0.3312726782702785
2025-06-27,East,P027,Beauty,2142.35,1,1,2261.77,1361.09,0.36467430625247976
2025-06-27,East,P028,Beauty,0.0,1,1,2227.91,1405.85,
2025-06-27,East,P031,Grocery,1385.13,1,2,732.1,890.17,0.35733830037613806
2025-06-27,East,P032,Grocery,1523.51,1,2,783.94,936.18,0.3855110895235345
2025-06-27,East,P034,Grocery,1711.31,2,2,870.13,1048.14,0.3875218399939227
2025-06-27,East,P036,Grocery,934.62,1,1,955.45,635.51,0.3200338105326229
2025-06-27,East,P038,Grocery,2039.87,1,2,1028.47,1384.64,0.32121164584017603
2025-06-27,East,P043,Fashion,2905.28,1,1,2973.67,1945.11,0.33049138120938437
2025-06-27,East,P046,Fashion,3233.44,1,1,3337.23,2165.37,0.3303200306794003
2025-06-27,East,P047,Fashion,10283.31,1,3,3504.52,6498.85,0.36801963570095614
2025-06-27,East,P049,Fashion,3891.38,1,1,3927.51,2580.1,0.33697043208321986
2025-06-27,East,P053,Sports,3819.22,1,1,3952.83,2413.47,0.36807253837170945
2025-06-27,East,P054,Sports,7883.35,1,2,4050.22,5469.18,0.3062365618677339
2025-06-27,East,P056,Sports,13475.130000000001,2,3,4556.775,8909.28,0.3388353210692587
2025-06-27,East,P057,Sports,9281.84,1,2,4720.22,5765.17,0.37887638657852324
2025-06-27,East,P058,Sports,4651.39,1,1,4703.6,3322.75,0.2856436463078779
2025-06-27,East,P059,Sports,14534.130000000001,2,3,5050.12,9461.51,0.3490143544883664
2025-06-27,North,P001,Electronics,14387.8,1,1,15116.41,9411.12,0.34589582841018074
2025-06-27,North,P002,Electronics,73713.95999999999,3,6,15272.51,57418.759999999995,0.22105989150494695
2025-06-27,North,P003,Electronics,15236.3,1,1,15626.97,9673.56,0.36509782558757703
2025-06-27,North,P004,Electronics,96145.37,4,6,16576.895,65031.29,0.3236149593058927
2025-06-27,North,P005,Electronics,17260.92,1,1,17598.82,11376.66,0.3409007167636487
2025-06-27,North,P006,Electronics,0.0,1,1,18322.14,11236.93,
2025-06-27,North,P007,Electronics,72093.8,2,4,18596.62,48067.41,0.33326568997611444
2025-06-27,North,P010,Electronics,39499.93,1,2,20485.39,25706.35,0.34920517580664073
2025-06-27,North,P011,Home,16235.490000000002,2,4,4161.6849999999995,10190.77,0.37231521808088336
2025-06-27,North,P013,Home,8691.25,1,2,4470.81,6067.14,0.30192549978426575
2025-06-27,North,P014,Home,9211.87,1,2,4765.58,5910.97,0.3583311531751968
2025-06-27,North,P016,Home,20137.22,2,4,5194.305,12809.960000000001,0.36386651186211405
2025-06-27,North,P017,Home,5365.02,1,1,5505.97,3451.07,0.3567461071906535
2025-06-27,North,P018,Home,11059.63,1,2,5681.51,7092.43,0.35871001109440365
2025-06-27,North,P019,Home,11059.18,1,2,5770.21,6613.29,0.40200900970958064
2025-06-27,North,P021,Beauty,3248.15,1,2,1687.7,2075.09,0.3611471145113372
2025-06-27,North,P025,Beauty,5961.18,2,3,2024.155,3922.38,0.34201282296458085
2025-06-27,North,P030,Beauty,2375.51,1,1,2416.1,1631.1,0.31336849771207037
2025-06-27,North,P031,Grocery,714.61,2,2,754.2349999999999,945.69,-0.32336519220274
2025-06-27,North,P032,Grocery,778.18,1,1,802.0,511.29,0.3429669228199131
2025-06-27,North,P033,Grocery,829.16,1,1,848.25,558.65,0.3262458391625259
2025-06-27,North,P035,Grocery,924.12,1,1,932.61,619.7,0.32941609314807596
2025-06-27,North,P036,Grocery,1868.97,1,2,945.74,1267.82,0.32164775250539074
2025-06-27,North,P038,Grocery,1003.92,1,1,1022.43,662.72,0.33986771854331016
2025-06-27,North,P039,Grocery,1030.51,1,1,1050.47,620.61,0.3977642138358677
2025-06-27,North,P040,Grocery,1086.19,1,1,1115.87,684.12,0.3701654406687596
2025-06-27,North,P041,Fashion,8072.85,1,3,2742.23,5410.61,0.32977696848077204
2025-06-27,North,P042,Fashion,5492.91,1,2,2840.77,3613.69,0.34211738404597924
2025-06-27,North,P046,Fashion,13265.72,2,4,3375.45,8595.289999999999,0.35206758472212596
2025-06-27,North,P048,Fashion,3572.7,1,1,3657.18,2467.16,0.30944103899011954
2025-06-27,North,P049,Fashion,7545.53,1,2,3814.34,5024.37,0.33412629729124393
2025-06-27,North,P051,Sports,3455.61,1,1,3590.99,2216.2,0.35866605317150957
2025-06-27,North,P052,Sports,11541.82,2,3,3869.045,7782.79,0.325687803136767
2025-06-27,North,P053,Sports,3919.43,1,1,3930.44,2521.06,0.3567789193836859
2025-06-27,North,P054,Sports,3998.53,1,1,4101.9,2686.69,0.32808056960933146
2025-06-27,North,P055,Sports,4300.59,1,1,4340.52,2875.33,0.3314103413717653
2025-06-27,North,P057,Sports,22490.11,2,5,4688.13,15158.43,0.32599573768203
2025-06-27,North,P059,Sports,9753.14,1,2,5023.25,6497.45,0.3338094193254685
2025-06-27,North,P060,Sports,15151.95,1,3,5209.54,9497.22,0.3732014691178364
2025-06-27,South,P002,Electronics,14343.48,1,1,14930.24,9511.02,0.3369098712446351
2025-06-27,South,P003,Electronics,15718.11,2,2,16074.855,19961.25,-0.2699523034257935
2025-06-27,South,P005,Electronics,16585.09,1,1,17252.77,11128.5,0.3290057515515442
2025-06-27,South,P006,Electronics,17086.6,1,1,18021.94,11521.5,0.3256996710872847
2025-06-27,South,P007,Electronics,36480.41,1,2,18702.15,25268.91,0.30732933100258475
2025-06-27,South,P010,Electronics,20370.49,1,1,20442.04,13398.28,0.3422701172136753
2025-06-27,South,P011,Home,8150.780000000001,2,2,4154.105,5529.42,0.3216084840960007
2025-06-27,South,P012,Home,4021.61,1,1,4111.24,2654.81,0.33986388535934614
2025-06-27,South,P015,Home,19698.52,2,4,5079.110000000001,13063.53,0.33682682759923077
2025-06-27,South,P016,Home,5090.66,1,1,5168.18,3392.6,0.33356382080123204
2025-06-27,South,P017,Home,5270.52,1,1,5410.1,3519.87,0.33215887616402184
2025-06-27,South,P021,Beauty,3244.5,1,2,1669.84,2079.31,0.35912775466173524
2025-06-27,South,P024,Beauty,5673.7,1,3,1921.79,3586.59,0.36785695401589785
2025-06-27,South,P025,Beauty,7768.65,2,4,2004.17,5212.07,0.32908935271894085
2025-06-27,South,P027,Beauty,2131.45,1,1,2184.09,1380.76,0.35219686129160893
2025-06-27,South,P028,Beauty,2222.4,1,1,2260.6,1489.65,0.32971112311015116
2025-06-27,South,P030,Beauty,7016.89,1,3,2362.35,4611.12,0.3428541704373305
2025-06-27,South,P032,Grocery,767.34,2,2,795.635,1042.85,-0.35904553392238103
2025-06-27,South,P033,Grocery,825.82,1,1,834.5,570.04,0.3097285122665957
2025-06-27,South,P034,Grocery,3426.36,3,4,878.1733333333333,2265.52,0.33879685730629594
2025-06-27,South,P036,Grocery,931.21,1,1,953.23,659.09,0.29222194778836136
2025-06-27,South,P037,Grocery,1916.4,1,2,974.77,1190.63,0.37871529951993316
2025-06-27,South,P039,Grocery,2114.16,1,2,1057.08,1430.17,0.3235280205850077
2025-06-27,South,P040,Grocery,4399.48,2,4,1109.74,2890.0200000000004,0.34309963904825097
2025-06-27,South,P041,Fashion,10449.81,2,4,2677.425,6615.4800000000005,0.36692820252234243
2025-06-27,South,P042,Fashion,2888.59,1,1,2888.59,1872.0,0.35193294998597935
2025-06-27,South,P044,Fashion,6067.2,1,2,3113.94,3784.32,0.3762658227848101
2025-06-27,South,P046,Fashion,6638.64,1,2,3379.13,4564.55,0.3124269428678163
2025-06-27,South,P051,Sports,7078.15,1,2,3629.45,4965.24,0.2985116167360115
2025-06-27,South,P052,Sports,19059.08,3,5,3891.9166666666665,12717.99,0.3327070351769341
2025-06-27,South,P053,Sports,3888.25,1,1,3955.49,2638.6,0.3213913714395937
2025-06-27,South,P055,Sports,4182.74,1,1,4393.63,2765.92,0.3387301147094966
2025-06-27,South,P057,Sports,4575.44,1,1,4739.92,3164.94,0.30827636249191326
2025-06-27,South,P058,Sports,4646.7,1,1,4829.25,3172.42,0.31727462500269005
2025-06-27,South,P060,Sports,14778.97,1,3,5011.01,9857.45,0.33300832196019065
2025-06-27,West,P001,Electronics,53987.649999999994,2,4,14084.595000000001,36099.83,0.3313317027134908
2025-06-27,West,P003,Electronics,31397.48,1,2,16212.68,21340.35,0.32031647125820295
2025-06-27,West,P006,Electronics,0.0,1,3,18761.08,34941.05,
2025-06-27,West,P007,Electronics,18082.49,1,1,18548.05,12335.01,0.317847818524993
2025-06-27,West,P009,Electronics,19987.91,1,1,20650.8,12536.24,0.3728088629576579
2025-06-27,West,P012,Home,8228.56,2,2,4254.56,5330.4400000000005,0.35220257250357284
2025-06-27,West,P013,Home,4499.96,1,1,4614.87,3005.69,0.3320629516706815
2025-06-27,West,P014,Home,0.0,1,1,4645.35,3044.85,
2025-06-27,West,P018,Home,5440.32,1,1,5581.53,3548.29,0.34777917475442616
2025-06-27,West,P022,Beauty,1712.17,1,1,1769.87,1056.22,0.3831103219890548
2025-06-27,West,P024,Beauty,1916.03,1,1,1947.38,1245.87,0.3497648784204841
2025-06-27,West,P025,Beauty,7559.99,3,4,1967.3833333333332,5059.92,0.3306975273776817
2025-06-27,West,P026,Beauty,4018.16,1,2,2077.0,2635.88,0.34400820275947197
2025-06-27,West,P027,Beauty,2092.79,2,2,2122.95,2704.1499999999996,-0.29212677812871796
2025-06-27,West,P028,Beauty,4454.24,1,2,2279.55,2815.62,0.3678786953554366
2025-06-27,West,P029,Beauty,4722.78,1,2,2386.93,2967.97,0.37156293538974927
2025-06-27,West,P030,Beauty,2372.67,1,1,2438.26,1579.52,0.33428584674649237
2025-06-27,West,P031,Grocery,2255.73,1,3,759.35,1572.1,0.30306375319741286
2025-06-27,West,P032,Grocery,782.8,1,1,808.09,519.45,0.3364205416453755
2025-06-27,West,P033,Grocery,818.91,1,1,837.93,545.31,0.33410264864270806
2025-06-27,West,P034,Grocery,3349.12,2,4,861.155,2186.92,0.3470165297152684
2025-06-27,West,P039,Grocery,4127.75,2,4,1038.9,2670.3199999999997,0.35308097631881785
2025-06-27,West,P040,Grocery,2234.03,1,2,1130.24,1477.09,0.33882266576545533
2025-06-27,West,P042,Fashion,5542.110000000001,2,2,2829.81,3721.1800000000003,0.32856258717347725
2025-06-27,West,P043,Fashion,8808.63,3,3,3011.41,5764.0599999999995,0.34563490576854744
2025-06-27,West,P045,Fashion,3215.21,1,1,3267.49,2137.32,0.3352471533741186
2025-06-27,West,P048,Fashion,3518.67,1,1,3667.57,2198.73,0.37512469200010234
2025-06-27,West,P052,Sports,3615.29,1,1,3762.01,2364.39,0.34600267198482004
2025-06-27,West,P053,Sports,11660.4,2,3,3965.82,7834.18,0.3281379712531302
2025-06-27,West,P054,Sports,16017.759999999998,4,4,4135.9825,10508.35,0.3439563334698484
