request_id,created_at,insight_id,role,kpi,region,total_latency_ms,sql_latency_ms,analytics_latency_ms,retrieval_latency_ms,llm_latency_ms,model,model_calls,input_tokens,output_tokens,estimated_cost_usd,cache_hit,fallback_used,errors,ecs_band
req_dbc2cc460d20,2026-08-29T17:12:33.917328+00:00,ins_ee24ede3247a,ceo,aov,North,5116.69,0.0,5112.21,4.42,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0c431ffa49df,2026-08-29T17:12:34.389857+00:00,ins_1d7c4d6cf7c5,ceo,conversion_rate,North,5587.2,0.0,5579.12,7.99,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_847639389ef9,2026-08-29T17:12:36.604643+00:00,ins_30b91962d59f,ceo,revenue,North,5244.52,0.0,5237.67,6.8,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7d40d63a463a,2026-08-29T17:12:38.102835+00:00,ins_bec329022e31,ceo,conversion_rate,North,5009.75,0.0,5004.58,5.13,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_f75d3fc67420,2026-08-29T17:12:39.076929+00:00,ins_10f075aac986,ceo,aov,North,4534.66,0.0,4488.83,45.77,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b91e5c954bbe,2026-08-29T17:12:39.860675+00:00,ins_bd9e738c6542,ceo,gross_margin,North,3862.03,0.0,3791.05,70.94,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_3b5c5f03c47e,2026-08-29T17:12:40.449747+00:00,ins_a50a07da8cdf,ceo,aov,North,3893.41,0.0,3874.75,18.62,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_99d639d93614,2026-08-29T17:12:41.281439+00:00,ins_0f1a18a6b576,ceo,orders,North,2506.66,0.0,2431.84,74.78,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_336c965d3eee,2026-08-29T17:12:42.601446+00:00,ins_f2177ffa78e5,ceo,aov,North,2381.84,0.0,2370.32,11.45,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_abbfd74657f9,2026-08-29T17:12:44.079173+00:00,ins_3ef154d69a93,ceo,gross_margin,North,2871.43,0.0,2849.05,22.26,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7fe26844721c,2026-08-29T17:12:47.661747+00:00,ins_1c1c741b8779,ceo,gross_margin,North,5081.52,0.0,5078.02,3.44,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_79fb748a2fe1,2026-08-29T17:12:48.976975+00:00,ins_40da157b8d42,ceo,conversion_rate,North,5549.25,0.0,5547.59,1.58,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_1d1eba87dbed,2026-08-29T17:12:49.033965+00:00,ins_93b958f97203,ceo,gross_margin,North,4275.57,0.0,4274.71,0.8,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7b0f7f286c40,2026-08-29T17:12:53.607094+00:00,ins_0c824324dcad,ceo,aov,North,2581.87,0.0,2580.53,1.26,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_4846d29a42d3,2026-08-29T17:12:57.909297+00:00,ins_eaf905fef935,ceo,gross_margin,North,2251.3,0.0,2249.66,1.54,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d04d9f8e308c,2026-08-30T09:16:06.233253+00:00,ins_44bb8151de0b,ceo,revenue,North,45913.82,0.0,45748.47,53.71,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_473285ef670d,2026-08-30T09:16:06.800344+00:00,ins_c5bc47a58411,regional_manager,revenue,North,85922.86,0.0,85919.66,3.03,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_50677b77db86,2026-08-30T09:16:22.453471+00:00,ins_932fb78adc70,regional_manager,revenue,North,5747.32,0.0,5742.51,4.63,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_c30738440f63,2026-08-30T09:16:34.587059+00:00,ins_7c44772f40cc,regional_manager,revenue,North,10065.25,0.0,10058.44,6.54,0.17,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_cbb80fc47722,2026-08-30T09:16:42.983074+00:00,ins_59960de3358b,regional_manager,orders,North,6397.42,0.0,6394.84,2.41,0.1,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_d7b812bec855,2026-08-30T09:16:50.111890+00:00,ins_b8ecdf6b945c,regional_manager,conversion_rate,North,5091.46,0.0,5089.95,1.43,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_188e42a6f0ab,2026-08-30T09:16:59.543723+00:00,ins_5e864f12c07b,regional_manager,aov,North,7387.49,0.0,7384.23,3.09,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_37590a943bc4,2026-08-30T09:17:11.077779+00:00,ins_7698917f4c00,regional_manager,gross_margin,North,9460.58,0.0,9459.2,1.3,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_cbaea2a74fa2,2026-08-30T09:17:11.136019+00:00,ins_88ce18d27e35,analyst,revenue,North,9636.17,0.0,9635.06,1.04,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_56a9a73e5fa2,2026-08-30T09:17:14.791484+00:00,ins_89fe83d761ca,analyst,revenue,North,1594.16,0.0,1593.39,0.73,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_1dfa8fe122d3,2026-08-30T09:17:21.285496+00:00,ins_1437562d9a2c,analyst,orders,North,4430.77,0.0,4427.93,2.76,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_348cd805e091,2026-08-30T09:17:31.974433+00:00,ins_55617c328960,analyst,revenue,North,10406.07,0.0,10310.06,95.89,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0d66d1daabc2,2026-08-30T09:17:35.344283+00:00,ins_efce69a0fc82,analyst,conversion_rate,North,11865.57,0.0,11855.35,10.13,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_29d8d7b5fb54,2026-08-30T09:17:35.378851+00:00,ins_e17e3e879b1b,analyst,orders,North,11712.7,0.0,11697.19,15.41,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_038524c53d0a,2026-08-30T09:17:46.856380+00:00,ins_aca6afeb7f46,analyst,revenue,North,12699.34,0.0,12647.52,51.65,0.12,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b03b57311ccd,2026-08-30T09:17:49.440110+00:00,ins_b1dc296a1497,analyst,aov,North,14048.8,0.0,13908.21,140.46,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_83e8c0d71527,2026-08-30T09:17:57.954039+00:00,ins_5b18734379a1,analyst,revenue,North,20430.76,0.0,20400.23,30.38,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_3702546e8f67,2026-08-30T09:18:11.451827+00:00,ins_8e60e3106bbb,analyst,orders,North,27044.04,0.0,26987.26,56.73,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_62ac9389511d,2026-08-30T09:18:12.240029+00:00,ins_44c29ad18439,analyst,orders,North,25836.54,0.0,25789.24,47.24,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_a5179e13e608,2026-08-30T09:18:14.553571+00:00,ins_fa7c94ea7e53,analyst,gross_margin,North,26879.38,0.0,26770.92,108.4,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_e24985ef636e,2026-08-30T09:18:14.741669+00:00,ins_0c06bd77e68a,analyst,orders,North,26113.06,0.0,26028.63,84.36,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_d958bb62de9e,2026-08-30T09:18:15.500001+00:00,ins_23d5f16bcc71,analyst,orders,North,25082.19,0.0,24969.23,112.88,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_26079b10f286,2026-08-30T09:18:15.536037+00:00,ins_715acdd924fb,analyst,orders,North,25580.58,0.0,25557.24,23.27,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_2e4b378fecef,2026-08-30T09:18:16.584149+00:00,ins_f1077b8e6e37,ceo,revenue,North,21533.46,0.0,21506.7,26.68,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_2d5cf5426d8a,2026-08-30T09:18:17.103570+00:00,ins_1c43e4187197,analyst,conversion_rate,North,18733.92,0.0,18724.69,9.18,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_17ca7e57a239,2026-08-30T09:18:17.585784+00:00,ins_6f332f57d533,analyst,conversion_rate,North,15878.7,0.0,15861.77,16.88,0.02,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_4e54f4f12788,2026-08-30T09:18:18.328756+00:00,ins_dc845210124d,analyst,aov,North,8040.59,0.0,8039.36,1.19,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b0dd4724ca34,2026-08-30T09:18:18.368855+00:00,ins_32011d4b2f9b,analyst,aov,North,4771.61,0.0,4770.88,0.7,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_8ef20808327a,2026-08-30T09:18:23.370995+00:00,ins_41d4a08e04eb,analyst,gross_margin,North,2961.04,0.0,2956.64,4.36,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_cc081af9d602,2026-08-30T09:18:23.378886+00:00,ins_b0c96bfd7e72,analyst,gross_margin,North,2983.22,0.0,2980.98,2.15,0.07,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_f38939a5e7b9,2026-08-30T11:46:19.680522+00:00,ins_31de38e6a087,ceo,revenue,North,46645.09,0.0,46569.63,29.28,0.13,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_173c92d9adff,2026-08-30T11:46:53.001648+00:00,ins_5d07ef607a05,ceo,revenue,North,5878.97,0.0,5866.42,1.89,0.12,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_357e87e3a661,2026-08-30T11:46:59.246986+00:00,ins_4cc2b4f4e5c8,ceo,revenue,North,4181.2,0.0,4179.09,1.97,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_cdc5983f8a1c,2026-08-30T11:47:12.804248+00:00,ins_c3e7c188d168,ceo,orders,North,11493.48,0.0,11484.0,9.33,0.09,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_9e16006941bf,2026-08-30T11:47:13.898739+00:00,ins_54e41911e184,ceo,revenue,North,12219.79,0.0,12113.5,106.14,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_943acd150fe5,2026-08-30T11:47:14.306804+00:00,ins_1cbc71a8f856,ceo,revenue,North,9820.32,0.0,9818.14,2.01,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_9bcaa0ad78a8,2026-08-30T11:47:22.121343+00:00,ins_2d599a17296a,ceo,conversion_rate,North,7254.41,0.0,7090.5,163.84,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_8ca4d412d1ed,2026-08-30T11:47:22.888687+00:00,ins_9bc48d907fb0,ceo,revenue,North,6510.9,0.0,6508.63,2.14,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_6085d2a39d23,2026-08-30T11:47:31.959458+00:00,ins_17ffde1be19f,ceo,aov,North,7714.5,0.0,7695.3,19.03,0.11,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_bba7031f8f01,2026-08-30T11:47:32.170578+00:00,ins_4c36afd66a42,ceo,orders,North,7065.39,0.0,7063.51,1.79,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_85dcd70b5c52,2026-08-30T11:47:41.696837+00:00,ins_57c6536ad1cf,ceo,gross_margin,North,7633.88,0.0,7631.99,1.77,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d4cb31fda6f2,2026-08-30T11:47:41.909837+00:00,ins_26ee197ac051,ceo,conversion_rate,North,7567.8,0.0,7565.12,2.56,0.08,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_9675dcbfed8e,2026-08-30T11:47:48.154406+00:00,ins_253bb0ede861,ceo,aov,North,4192.79,0.0,4190.67,1.97,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_371869a672bd,2026-08-30T11:47:54.669710+00:00,ins_cd673d830020,ceo,gross_margin,North,4460.66,0.0,4458.74,1.83,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7721c1812163,2026-08-30T11:48:25.402439+00:00,ins_d4ee9a2f5815,ceo,revenue,North,4072.68,0.0,4070.73,1.83,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_ba85e128ff0f,2026-08-30T11:48:31.530757+00:00,ins_8934d045711b,ceo,revenue,North,4062.03,0.0,4060.07,1.82,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_6ee4cca1daf9,2026-08-30T11:48:37.493992+00:00,ins_9d49773994a6,ceo,orders,North,3916.15,0.0,3914.29,1.74,0.07,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_30fa26211bc8,2026-08-30T11:48:43.720259+00:00,ins_d88f749e30af,ceo,conversion_rate,North,4152.62,0.0,4150.67,1.84,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_305c3b2705aa,2026-08-30T11:48:49.901895+00:00,ins_8a9bf0194132,ceo,aov,North,4122.45,0.0,4120.51,1.84,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_51ef4addc3cb,2026-08-30T11:48:55.977177+00:00,ins_78803b8e794a,ceo,gross_margin,North,3998.37,0.0,3995.72,2.54,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b353d2e8cd31,2026-08-30T11:49:02.077517+00:00,ins_ee98ac7219b0,ceo,revenue,North,4029.95,0.0,4028.16,1.54,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_26606db8901a,2026-08-30T12:06:25.537497+00:00,ins_cb91fb51bf15,ceo,revenue,North,7004.52,0.0,7000.22,4.05,0.14,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d47be7ba7183,2026-08-30T12:06:45.974290+00:00,ins_b8b314d2d459,ceo,revenue,North,9902.14,0.0,9875.92,3.22,0.33,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_4cc1b5c18bf8,2026-08-30T12:06:55.479297+00:00,ins_df16c3bfbd69,ceo,orders,North,7424.49,0.0,7419.39,4.91,0.08,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_b95915b709df,2026-08-30T12:07:03.971129+00:00,ins_7d994045ae2a,ceo,conversion_rate,North,6452.52,0.0,6442.59,9.77,0.08,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_1ee3fdd4af5e,2026-08-30T12:07:13.296507+00:00,ins_de8c7eb194b2,ceo,aov,North,7246.22,0.0,7242.81,3.18,0.15,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_5c7ab21f9740,2026-08-30T12:07:21.916055+00:00,ins_ebbb53c50932,ceo,gross_margin,North,6566.04,0.0,6560.98,4.87,0.11,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b7a7fcc935ab,2026-08-30T12:10:58.554285+00:00,ins_e98bd681c09c,ceo,revenue,North,3241.91,0.0,3236.55,0.77,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_78367fbf652d,2026-08-30T12:11:03.342810+00:00,ins_0ec6ddea986d,ceo,revenue,North,2734.83,0.0,2733.11,1.57,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_179ed82725f0,2026-08-30T12:11:07.979383+00:00,ins_c59e14ed2406,ceo,orders,North,2588.71,0.0,2586.96,1.66,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_ee915b418f3c,2026-08-30T12:11:12.444516+00:00,ins_656f1a36fa2d,ceo,conversion_rate,North,2422.0,0.0,2420.21,1.67,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_5e57c7247c05,2026-08-30T12:11:16.661117+00:00,ins_12ac2532552a,ceo,aov,North,2153.2,0.0,2151.34,1.76,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_368c294dd082,2026-08-30T12:11:21.319692+00:00,ins_f7564688bfa6,ceo,gross_margin,North,2626.55,0.0,2624.64,1.78,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d0ed482db055,2026-08-30T12:13:03.387706+00:00,ins_f975db9bd00f,ceo,revenue,North,2482.03,0.0,2480.21,1.69,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_19b1076c8397,2026-08-30T12:13:09.265021+00:00,ins_4b9fc71dc1f9,ceo,revenue,North,3193.87,0.0,3179.63,2.94,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_71dd1869df21,2026-08-30T12:13:13.576156+00:00,ins_21d04c3f0d2f,ceo,orders,North,2257.61,0.0,2256.62,0.92,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_c76a5ae7ee67,2026-08-30T12:13:19.796975+00:00,ins_a64dfdf40b46,ceo,revenue,North,4444.83,0.0,4442.56,2.08,0.13,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_5ae104f99df8,2026-08-30T12:13:19.900114+00:00,ins_b3f7ca251839,ceo,conversion_rate,North,4209.96,0.0,4209.14,0.75,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_067d63fad9d8,2026-08-30T12:13:28.325373+00:00,ins_effb7f53b755,ceo,revenue,North,6498.74,0.0,6496.32,2.31,0.07,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_f19f96880645,2026-08-30T12:13:28.522158+00:00,ins_104b94f9144a,ceo,aov,North,6442.12,0.0,6440.35,1.66,0.07,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_6183fdbd5e01,2026-08-30T12:13:36.580620+00:00,ins_fc7c23c33635,ceo,orders,North,6192.36,0.0,6191.17,1.12,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_89d0f2875ebd,2026-08-30T12:13:36.681815+00:00,ins_8f42e218af53,ceo,gross_margin,North,6026.25,0.0,6023.51,2.55,0.1,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_37a6614725e7,2026-08-30T12:13:42.375689+00:00,ins_0e3cc9517b41,ceo,conversion_rate,North,3721.87,0.0,3720.73,1.08,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_9eb3b313990f,2026-08-30T12:13:47.882077+00:00,ins_eecd700e6045,ceo,aov,North,3456.86,0.0,3453.91,2.86,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_ff37b2e0a7d2,2026-08-30T12:13:53.957198+00:00,ins_2e22023aadcf,ceo,gross_margin,North,4045.14,0.0,4042.51,2.49,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_504592861f1e,2026-08-30T12:14:11.205738+00:00,ins_9397684f1e18,ceo,revenue,North,3091.88,0.0,3089.97,1.78,0.08,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_858567fb6b90,2026-08-30T12:14:15.973567+00:00,ins_e48ef835e191,ceo,revenue,North,2700.04,0.0,2698.73,1.22,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_8b5a9f8da728,2026-08-30T12:14:21.417973+00:00,ins_f4acfd5478cc,ceo,orders,North,3398.07,0.0,3396.78,1.22,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_01a548de9c9a,2026-08-30T12:14:26.008775+00:00,ins_9775dffe82f3,ceo,conversion_rate,North,2541.87,0.0,2540.23,1.57,0.03,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_c5ba52bc0bfb,2026-08-30T12:14:30.340557+00:00,ins_81b5195a116b,ceo,aov,North,2283.72,0.0,2282.58,1.08,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_5f764e62c48c,2026-08-30T12:14:35.029741+00:00,ins_b3d24b79276a,ceo,gross_margin,North,2640.22,0.0,2637.97,2.1,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_852f3606f356,2026-08-30T12:14:39.875565+00:00,ins_883ca76b0678,ceo,revenue,North,2702.27,0.0,2701.5,0.71,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_d042779b20fb,2026-08-30T12:14:45.049942+00:00,ins_5fd1eb827118,ceo,revenue,North,3125.71,0.0,3123.81,1.76,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7474b19d356a,2026-08-30T12:14:49.353430+00:00,ins_75d91d404922,ceo,orders,North,2266.02,0.0,2264.68,1.26,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_3092b004e233,2026-08-30T12:14:54.217005+00:00,ins_99dd1760c743,ceo,conversion_rate,North,2826.95,0.0,2825.6,1.28,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_af580a8230af,2026-08-30T12:14:58.731470+00:00,ins_a93e8c6ecb6c,ceo,aov,North,2475.23,0.0,2474.03,1.12,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_0a51ade603d8,2026-08-30T12:15:03.138724+00:00,ins_2ee45df2cdbc,ceo,gross_margin,North,2381.92,0.0,2380.48,1.37,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_cb3cc7c3d23b,2026-08-30T12:15:56.028028+00:00,ins_72a8cb4223be,ceo,conversion_rate,North,2570.25,0.0,2567.75,2.39,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_cee8d52fa175,2026-08-30T12:16:03.909018+00:00,ins_ce3ab0911df4,ceo,revenue,North,5846.88,0.0,5845.24,1.56,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_22a998907805,2026-08-30T12:16:04.052721+00:00,ins_65f6f1343a56,ceo,conversion_rate,North,5317.74,0.0,5315.87,1.78,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_81780e0999de,2026-08-30T12:16:12.706723+00:00,ins_18b61fc1d88a,ceo,orders,North,6745.68,0.0,6720.04,25.53,0.07,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_9824103cd336,2026-08-30T12:16:13.183890+00:00,ins_ea5b09603e9d,ceo,revenue,North,6959.52,0.0,6957.44,1.96,0.07,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_b7064223120d,2026-08-30T12:16:20.286065+00:00,ins_a47e224d545f,ceo,conversion_rate,North,5477.0,0.0,5474.74,2.13,0.07,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_f5004a8fc5f4,2026-08-30T12:16:20.512110+00:00,ins_59e0d9ef98b5,ceo,orders,North,5270.69,0.0,5269.29,1.29,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_6850dc1023a3,2026-08-30T12:16:27.191357+00:00,ins_3a6c4136ec5e,ceo,aov,North,4881.72,0.0,4730.96,150.65,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_30927b92dd40,2026-08-30T12:16:27.449701+00:00,ins_60129a9c9a57,ceo,conversion_rate,North,4788.73,0.0,4786.7,1.87,0.1,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_d7503271954e,2026-08-30T12:16:33.904974+00:00,ins_134db4b6659a,ceo,gross_margin,North,4616.1,0.0,4615.05,0.98,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_74b22865be9e,2026-08-30T12:16:34.059739+00:00,ins_c8c7e1cf8a02,ceo,aov,North,4421.27,0.0,4420.07,1.12,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_279a3363a0aa,2026-08-30T12:16:38.400002+00:00,ins_9e44e428a3c1,ceo,gross_margin,North,2290.62,0.0,2288.83,1.7,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_1e198eca25e4,2026-08-30T12:16:44.189718+00:00,ins_f07fb9978649,ceo,conversion_rate,North,5521.87,0.0,5391.42,130.29,0.12,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_e1163af64671,2026-08-30T12:16:45.927283+00:00,ins_8e69bf5924f2,ceo,conversion_rate,North,5288.67,0.0,5287.13,1.47,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_22ee06b7f0e3,2026-08-30T12:16:53.918050+00:00,ins_5683c35e1132,ceo,revenue,North,7548.36,0.0,7545.0,3.19,0.11,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_8a47cafd46a0,2026-08-30T12:16:54.130942+00:00,ins_65509493650c,ceo,conversion_rate,North,7082.15,0.0,7077.71,4.23,0.13,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_f6548a96e5f2,2026-08-30T12:17:02.140633+00:00,ins_4d1ea0fb3b13,ceo,orders,North,6180.08,0.0,6140.17,39.81,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_b27f5f68bad2,2026-08-30T12:17:04.137302+00:00,ins_52cceb4a11fd,ceo,revenue,North,7864.75,0.0,7774.69,89.91,0.06,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_339db3d3c5b2,2026-08-30T12:17:08.999944+00:00,ins_5188a55e7cf8,ceo,revenue,North,7129.8,0.0,7090.64,39.03,0.09,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_7033dd1f964f,2026-08-30T12:17:12.512013+00:00,ins_894e08844c97,ceo,conversion_rate,North,8104.45,0.0,8094.2,10.18,0.05,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_77270b456274,2026-08-30T12:17:13.950501+00:00,ins_479f3557a959,ceo,orders,North,7568.3,0.0,7399.96,168.17,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_6f34cc0a3f59,2026-08-30T12:17:16.462356+00:00,ins_0b892f8cdbdf,ceo,revenue,North,5175.77,0.0,5021.47,154.1,0.16,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_29129cceb8a1,2026-08-30T12:17:21.092599+00:00,ins_3bd25f7754ac,ceo,aov,North,6415.74,0.0,6285.95,129.71,0.05,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_5d10e9b1b68e,2026-08-30T12:17:25.324239+00:00,ins_07f85bc0ff81,ceo,conversion_rate,North,9256.57,0.0,9224.59,31.88,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_d0601c9278b3,2026-08-30T12:17:27.227971+00:00,ins_c59b0f90db8c,ceo,orders,North,8610.73,0.0,8473.95,136.69,0.06,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_03539cc6c90f,2026-08-30T12:17:29.508929+00:00,ins_d8096feea2f0,ceo,gross_margin,North,5966.85,0.0,5796.9,169.88,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_c6e2d1be97dc,2026-08-30T12:17:33.756770+00:00,ins_5a9d2e79fd9d,ceo,aov,North,6265.26,0.0,6264.05,1.16,0.02,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_35a00631cdd6,2026-08-30T12:17:33.913048+00:00,ins_6bc037853838,ceo,conversion_rate,North,4588.72,0.0,4587.53,1.13,0.04,deterministic_template,0,0,0,0.0,False,True,0,HIGH
req_1974001f26a9,2026-08-30T12:17:41.371234+00:00,ins_f3fb2f957314,ceo,gross_margin,North,5561.46,0.0,5560.01,1.38,0.03,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
req_2def87d612c7,2026-08-30T12:17:41.441157+00:00,ins_3675b4918b2b,ceo,aov,North,5270.67,0.0,5269.53,1.08,0.04,deterministic_template,0,0,0,0.0,False,True,0,MEDIUM
