date,campaign_id,region,channel,impressions,clicks,sessions,checkout_starts,checkout_completes,conversions,spend,updated_at
2025-08-23,Performance_North_Web,North,Web,5838,403,255,27.1,10.57,10.57,4527.28,2025-08-23 23:59:59
2025-08-23,AlwaysOn_North_App,North,App,5799,484,291,28.99,11.31,11.31,5302.96,2025-08-23 23:59:59
2025-08-23,Performance_North_App,North,App,4200,350,211,21.0,8.19,8.19,3840.07,2025-08-23 23:59:59
2025-08-23,AlwaysOn_North_Marketplace,North,Marketplace,5395,392,249,26.09,10.17,10.17,5019.63,2025-08-23 23:59:59
2025-08-23,Performance_North_Marketplace,North,Marketplace,3906,284,180,18.89,7.37,7.37,3634.9,2025-08-23 23:59:59
2025-08-23,AlwaysOn_South_Web,South,Web,7266,467,288,31.17,12.16,12.16,5064.55,2025-08-23 23:59:59
2025-08-23,Performance_South_Web,South,Web,5261,339,208,22.57,8.8,8.8,3667.43,2025-08-23 23:59:59
2025-08-23,AlwaysOn_South_App,South,App,5708,392,247,26.74,10.43,10.43,4288.02,2025-08-23 23:59:59
2025-08-23,Performance_South_App,South,App,4134,284,179,19.36,7.55,7.55,3105.12,2025-08-23 23:59:59
2025-08-23,AlwaysOn_South_Marketplace,South,Marketplace,4541,349,211,22.18,8.65,8.65,3786.29,2025-08-23 23:59:59
2025-08-23,Performance_South_Marketplace,South,Marketplace,3289,252,153,16.06,6.26,6.26,2741.8,2025-08-23 23:59:59
2025-08-23,AlwaysOn_East_Web,East,Web,5375,362,235,24.59,9.59,9.59,4594.35,2025-08-23 23:59:59
2025-08-23,Performance_East_Web,East,Web,3892,262,170,17.81,6.94,6.94,3326.95,2025-08-23 23:59:59
2025-08-23,AlwaysOn_East_App,East,App,4791,335,208,21.67,8.45,8.45,3689.63,2025-08-23 23:59:59
2025-08-23,Performance_East_App,East,App,3470,242,151,15.69,6.12,6.12,2671.8,2025-08-23 23:59:59
2025-08-23,AlwaysOn_East_Marketplace,East,Marketplace,3614,254,160,17.03,6.64,6.64,2922.04,2025-08-23 23:59:59
2025-08-23,Performance_East_Marketplace,East,Marketplace,2617,184,116,12.33,4.81,4.81,2115.96,2025-08-23 23:59:59
2025-08-23,AlwaysOn_West_Web,West,Web,7177,516,313,32.17,12.55,12.55,5746.44,2025-08-23 23:59:59
2025-08-23,Performance_West_Web,West,Web,5197,373,226,23.3,9.09,9.09,4161.21,2025-08-23 23:59:59
2025-08-23,AlwaysOn_West_App,West,App,6163,411,257,26.32,10.26,10.26,4675.63,2025-08-23 23:59:59
2025-08-23,Performance_West_App,West,App,4463,297,186,19.06,7.43,7.43,3385.8,2025-08-23 23:59:59
2025-08-23,AlwaysOn_West_Marketplace,West,Marketplace,4769,332,217,22.27,8.69,8.69,4034.27,2025-08-23 23:59:59
2025-08-23,Performance_West_Marketplace,West,Marketplace,3453,240,157,16.13,6.29,6.29,2921.37,2025-08-23 23:59:59
2025-08-24,AlwaysOn_North_Web,North,Web,7477,496,319,32.99,12.87,12.87,6283.69,2025-08-24 23:59:59
2025-08-24,Performance_North_Web,North,Web,5414,360,231,23.89,9.32,9.32,4550.25,2025-08-24 23:59:59
2025-08-24,AlwaysOn_North_App,North,App,6736,502,292,30.7,11.97,11.97,5135.99,2025-08-24 23:59:59
2025-08-24,Performance_North_App,North,App,4878,363,212,22.23,8.67,8.67,3719.16,2025-08-24 23:59:59
2025-08-24,AlwaysOn_North_Marketplace,North,Marketplace,6123,370,244,25.91,10.1,10.1,4375.92,2025-08-24 23:59:59
2025-08-24,Performance_North_Marketplace,North,Marketplace,4434,268,176,18.76,7.32,7.32,3168.77,2025-08-24 23:59:59
2025-08-24,AlwaysOn_South_Web,South,Web,6331,429,279,29.1,11.35,11.35,5107.86,2025-08-24 23:59:59
2025-08-24,Performance_South_Web,South,Web,4585,310,202,21.07,8.22,8.22,3698.8,2025-08-24 23:59:59
2025-08-24,AlwaysOn_South_App,South,App,6244,415,260,27.16,10.59,10.59,4471.53,2025-08-24 23:59:59
2025-08-24,Performance_South_App,South,App,4522,301,188,19.67,7.67,7.67,3238.0,2025-08-24 23:59:59
2025-08-24,AlwaysOn_South_Marketplace,South,Marketplace,4451,322,200,20.92,8.16,8.16,3459.26,2025-08-24 23:59:59
2025-08-24,Performance_South_Marketplace,South,Marketplace,3223,233,145,15.15,5.91,5.91,2504.98,2025-08-24 23:59:59
2025-08-24,AlwaysOn_East_Web,East,Web,5204,375,224,23.62,9.21,9.21,4316.08,2025-08-24 23:59:59
2025-08-24,Performance_East_Web,East,Web,3769,272,163,17.1,6.67,6.67,3125.44,2025-08-24 23:59:59
2025-08-24,AlwaysOn_East_App,East,App,4558,319,200,20.77,8.1,8.1,3566.69,2025-08-24 23:59:59
2025-08-24,Performance_East_App,East,App,3301,231,145,15.04,5.86,5.86,2582.78,2025-08-24 23:59:59
2025-08-24,AlwaysOn_East_Marketplace,East,Marketplace,3854,265,165,17.14,6.68,6.68,2751.75,2025-08-24 23:59:59
2025-08-24,Performance_East_Marketplace,East,Marketplace,2791,192,119,12.41,4.84,4.84,1992.64,2025-08-24 23:59:59
2025-08-24,AlwaysOn_West_Web,West,Web,7897,531,324,34.5,13.45,13.45,6561.8,2025-08-24 23:59:59
2025-08-24,Performance_West_Web,West,Web,5719,384,235,24.98,9.74,9.74,4751.65,2025-08-24 23:59:59
2025-08-24,AlwaysOn_West_App,West,App,6716,450,283,30.29,11.81,11.81,5713.21,2025-08-24 23:59:59
2025-08-24,Performance_West_App,West,App,4864,326,205,21.93,8.55,8.55,4137.15,2025-08-24 23:59:59
2025-08-24,AlwaysOn_West_Marketplace,West,Marketplace,4979,355,223,23.74,9.26,9.26,4066.33,2025-08-24 23:59:59
2025-08-24,Performance_West_Marketplace,West,Marketplace,3605,257,162,17.19,6.71,6.71,2944.58,2025-08-24 23:59:59
2025-08-25,AlwaysOn_North_Web,North,Web,6361,454,271,28.36,11.06,11.06,5438.0,2025-08-25 23:59:59
2025-08-25,Performance_North_Web,North,Web,4607,329,196,20.53,8.01,8.01,3937.86,2025-08-25 23:59:59
2025-08-25,AlwaysOn_North_App,North,App,6524,425,257,26.33,10.27,10.27,5085.94,2025-08-25 23:59:59
2025-08-25,Performance_North_App,North,App,4724,308,186,19.07,7.44,7.44,3682.92,2025-08-25 23:59:59
2025-08-25,AlwaysOn_North_Marketplace,North,Marketplace,4869,358,214,22.01,8.58,8.58,4240.85,2025-08-25 23:59:59
2025-08-25,Performance_North_Marketplace,North,Marketplace,3526,260,155,15.94,6.22,6.22,3070.96,2025-08-25 23:59:59
2025-08-25,AlwaysOn_South_Web,South,Web,5998,365,240,25.48,9.94,9.94,4565.37,2025-08-25 23:59:59
2025-08-25,Performance_South_Web,South,Web,4344,265,174,18.45,7.2,7.2,3305.96,2025-08-25 23:59:59
2025-08-25,AlwaysOn_South_App,South,App,5085,361,233,24.31,9.48,9.48,4202.04,2025-08-25 23:59:59
2025-08-25,Performance_South_App,South,App,3682,261,169,17.6,6.86,6.86,3042.85,2025-08-25 23:59:59
2025-08-25,AlwaysOn_South_Marketplace,South,Marketplace,4192,289,188,19.98,7.79,7.79,3284.02,2025-08-25 23:59:59
2025-08-25,Performance_South_Marketplace,South,Marketplace,3036,209,136,14.47,5.64,5.64,2378.08,2025-08-25 23:59:59
2025-08-25,AlwaysOn_East_Web,East,Web,4765,338,207,21.61,8.43,8.43,3889.69,2025-08-25 23:59:59
2025-08-25,Performance_East_Web,East,Web,3450,245,150,15.65,6.1,6.1,2816.67,2025-08-25 23:59:59
2025-08-25,AlwaysOn_East_App,East,App,4341,305,188,19.36,7.55,7.55,3427.7,2025-08-25 23:59:59
2025-08-25,Performance_East_App,East,App,3144,221,136,14.02,5.47,5.47,2482.13,2025-08-25 23:59:59
2025-08-25,AlwaysOn_East_Marketplace,East,Marketplace,3282,225,144,14.91,5.82,5.82,2548.37,2025-08-25 23:59:59
2025-08-25,Performance_East_Marketplace,East,Marketplace,2376,163,104,10.8,4.21,4.21,1845.37,2025-08-25 23:59:59
2025-08-25,AlwaysOn_West_Web,West,Web,6447,453,284,28.97,11.3,11.3,4851.46,2025-08-25 23:59:59
2025-08-25,Performance_West_Web,West,Web,4669,328,206,20.98,8.18,8.18,3513.13,2025-08-25 23:59:59
2025-08-25,AlwaysOn_West_App,West,App,5122,364,227,23.61,9.21,9.21,4067.8,2025-08-25 23:59:59
2025-08-25,Performance_West_App,West,App,3709,264,164,17.1,6.67,6.67,2945.65,2025-08-25 23:59:59
2025-08-25,AlwaysOn_West_Marketplace,West,Marketplace,4333,313,195,20.69,8.07,8.07,3871.48,2025-08-25 23:59:59
2025-08-25,Performance_West_Marketplace,West,Marketplace,3138,227,141,14.98,5.84,5.84,2803.48,2025-08-25 23:59:59
2025-08-26,AlwaysOn_North_Web,North,Web,7057,476,297,30.82,12.02,12.02,5817.62,2025-08-26 23:59:59
2025-08-26,Performance_North_Web,North,Web,5110,344,215,22.32,8.7,8.7,4212.76,2025-08-26 23:59:59
2025-08-26,AlwaysOn_North_App,North,App,6083,435,268,28.2,11.0,11.0,5259.93,2025-08-26 23:59:59
2025-08-26,Performance_North_App,North,App,4405,315,194,20.42,7.96,7.96,3808.92,2025-08-26 23:59:59
2025-08-26,AlwaysOn_North_Marketplace,North,Marketplace,4779,334,212,22.24,8.67,8.67,4232.88,2025-08-26 23:59:59
2025-08-26,Performance_North_Marketplace,North,Marketplace,3461,242,153,16.11,6.28,6.28,3065.19,2025-08-26 23:59:59
2025-08-26,AlwaysOn_South_Web,South,Web,5932,378,246,25.44,9.92,9.92,4677.28,2025-08-26 23:59:59
2025-08-26,Performance_South_Web,South,Web,4296,274,178,18.42,7.19,7.19,3386.99,2025-08-26 23:59:59
2025-08-26,AlwaysOn_South_App,South,App,5556,351,222,22.36,8.72,8.72,4338.17,2025-08-26 23:59:59
2025-08-26,Performance_South_App,South,App,4023,254,161,16.19,6.32,6.32,3141.43,2025-08-26 23:59:59
2025-08-26,AlwaysOn_South_Marketplace,South,Marketplace,4329,307,186,19.8,7.72,7.72,3536.82,2025-08-26 23:59:59
2025-08-26,Performance_South_Marketplace,South,Marketplace,3135,222,135,14.34,5.59,5.59,2561.14,2025-08-26 23:59:59
2025-08-26,AlwaysOn_East_Web,East,Web,5358,353,215,22.76,8.88,8.88,4310.83,2025-08-26 23:59:59
2025-08-26,Performance_East_Web,East,Web,3880,256,155,16.48,6.43,6.43,3121.63,2025-08-26 23:59:59
2025-08-26,AlwaysOn_East_App,East,App,4160,272,170,17.64,6.88,6.88,3540.99,2025-08-26 23:59:59
2025-08-26,Performance_East_App,East,App,3013,197,123,12.77,4.98,4.98,2564.17,2025-08-26 23:59:59
2025-08-26,AlwaysOn_East_Marketplace,East,Marketplace,3581,264,157,16.73,6.52,6.52,2814.62,2025-08-26 23:59:59
2025-08-26,Performance_East_Marketplace,East,Marketplace,2593,191,114,12.11,4.72,4.72,2038.17,2025-08-26 23:59:59
2025-08-26,AlwaysOn_West_Web,West,Web,6460,457,282,28.38,11.07,11.07,5452.69,2025-08-26 23:59:59
2025-08-26,Performance_West_Web,West,Web,4678,331,204,20.55,8.01,8.01,3948.5,2025-08-26 23:59:59
2025-08-26,AlwaysOn_West_App,West,App,5546,399,241,25.09,9.79,9.79,4660.01,2025-08-26 23:59:59
2025-08-26,Performance_West_App,West,App,4016,289,174,18.17,7.09,7.09,3374.49,2025-08-26 23:59:59
2025-08-26,AlwaysOn_West_Marketplace,West,Marketplace,4063,297,184,19.19,7.49,7.49,3500.81,2025-08-26 23:59:59
2025-08-26,Performance_West_Marketplace,West,Marketplace,2942,215,133,13.9,5.42,5.42,2535.07,2025-08-26 23:59:59
2025-08-27,AlwaysOn_North_Web,North,Web,7363,507,308,32.3,12.6,12.6,5993.84,2025-08-27 23:59:59
2025-08-27,Performance_North_Web,North,Web,5332,367,223,23.39,9.12,9.12,4340.36,2025-08-27 23:59:59
2025-08-27,AlwaysOn_North_App,North,App,6043,405,254,26.3,10.26,10.26,4532.02,2025-08-27 23:59:59
2025-08-27,Performance_North_App,North,App,4376,293,184,19.04,7.43,7.43,3281.8,2025-08-27 23:59:59
2025-08-27,AlwaysOn_North_Marketplace,North,Marketplace,4605,332,205,21.88,8.53,8.53,3483.45,2025-08-27 23:59:59
2025-08-27,Performance_North_Marketplace,North,Marketplace,3335,240,149,15.84,6.18,6.18,2522.5,2025-08-27 23:59:59
2025-08-27,AlwaysOn_South_Web,South,Web,6125,434,268,28.15,10.98,10.98,4647.22,2025-08-27 23:59:59
2025-08-27,Performance_South_Web,South,Web,4435,315,194,20.38,7.95,7.95,3365.23,2025-08-27 23:59:59
2025-08-27,AlwaysOn_South_App,South,App,5545,367,231,24.49,9.55,9.55,3992.27,2025-08-27 23:59:59
2025-08-27,Performance_South_App,South,App,4015,266,167,17.73,6.92,6.92,2890.96,2025-08-27 23:59:59
2025-08-27,AlwaysOn_South_Marketplace,South,Marketplace,4345,300,184,19.47,7.59,7.59,3477.85,2025-08-27 23:59:59
2025-08-27,Performance_South_Marketplace,South,Marketplace,3146,217,133,14.1,5.5,5.5,2518.45,2025-08-27 23:59:59
2025-08-27,AlwaysOn_East_Web,East,Web,4721,311,204,21.85,8.52,8.52,3948.03,2025-08-27 23:59:59
2025-08-27,Performance_East_Web,East,Web,3418,225,147,15.82,6.17,6.17,2858.92,2025-08-27 23:59:59
2025-08-27,AlwaysOn_East_App,East,App,4089,276,181,18.55,7.23,7.23,3372.67,2025-08-27 23:59:59
2025-08-27,Performance_East_App,East,App,2961,200,131,13.43,5.24,5.24,2442.28,2025-08-27 23:59:59
2025-08-27,AlwaysOn_East_Marketplace,East,Marketplace,3620,248,155,15.77,6.15,6.15,2891.31,2025-08-27 23:59:59
2025-08-27,Performance_East_Marketplace,East,Marketplace,2622,179,112,11.42,4.45,4.45,2093.7,2025-08-27 23:59:59
2025-08-27,AlwaysOn_West_Web,West,Web,6285,445,283,29.23,11.4,11.4,5130.65,2025-08-27 23:59:59
2025-08-27,Performance_West_Web,West,Web,4551,322,205,21.17,8.26,8.26,3715.3,2025-08-27 23:59:59
2025-08-27,AlwaysOn_West_App,West,App,5395,378,239,25.0,9.75,9.75,4452.91,2025-08-27 23:59:59
2025-08-27,Performance_West_App,West,App,3907,274,173,18.1,7.06,7.06,3224.52,2025-08-27 23:59:59
2025-08-27,AlwaysOn_West_Marketplace,West,Marketplace,5719,353,217,22.59,8.81,8.81,3872.73,2025-08-27 23:59:59
2025-08-27,Performance_West_Marketplace,West,Marketplace,4141,255,157,16.36,6.38,6.38,2804.39,2025-08-27 23:59:59
2025-08-28,AlwaysOn_North_Web,North,Web,6730,447,281,29.04,11.33,11.33,5420.72,2025-08-28 23:59:59
2025-08-28,Performance_North_Web,North,Web,4873,324,204,21.03,8.2,8.2,3925.35,2025-08-28 23:59:59
2025-08-28,AlwaysOn_North_App,North,App,6004,406,250,26.58,10.37,10.37,4995.77,2025-08-28 23:59:59
2025-08-28,Performance_North_App,North,App,4348,294,181,19.25,7.51,7.51,3617.63,2025-08-28 23:59:59
2025-08-28,AlwaysOn_North_Marketplace,North,Marketplace,4850,354,210,22.52,8.78,8.78,3993.56,2025-08-28 23:59:59
2025-08-28,Performance_North_Marketplace,North,Marketplace,3512,257,152,16.31,6.36,6.36,2891.89,2025-08-28 23:59:59
2025-08-28,AlwaysOn_South_Web,South,Web,6128,407,265,27.94,10.9,10.9,4950.0,2025-08-28 23:59:59
2025-08-28,Performance_South_Web,South,Web,4437,295,192,20.23,7.89,7.89,3584.48,2025-08-28 23:59:59
2025-08-28,AlwaysOn_South_App,South,App,5145,353,220,22.97,8.96,8.96,4122.74,2025-08-28 23:59:59
2025-08-28,Performance_South_App,South,App,3726,256,160,16.63,6.49,6.49,2985.43,2025-08-28 23:59:59
2025-08-28,AlwaysOn_South_Marketplace,South,Marketplace,4114,321,190,20.03,7.81,7.81,3631.91,2025-08-28 23:59:59
2025-08-28,Performance_South_Marketplace,South,Marketplace,2979,233,138,14.51,5.66,5.66,2630.01,2025-08-28 23:59:59
2025-08-28,AlwaysOn_East_Web,East,Web,4724,352,210,21.89,8.54,8.54,3866.78,2025-08-28 23:59:59
2025-08-28,Performance_East_Web,East,Web,3421,255,152,15.85,6.18,6.18,2800.08,2025-08-28 23:59:59
2025-08-28,AlwaysOn_East_App,East,App,4491,305,190,19.93,7.77,7.77,3594.05,2025-08-28 23:59:59
2025-08-28,Performance_East_App,East,App,3252,221,138,14.43,5.63,5.63,2602.59,2025-08-28 23:59:59
2025-08-28,AlwaysOn_East_Marketplace,East,Marketplace,3507,243,151,15.7,6.12,6.12,2836.22,2025-08-28 23:59:59
2025-08-28,Performance_East_Marketplace,East,Marketplace,2540,176,109,11.37,4.44,4.44,2053.82,2025-08-28 23:59:59
2025-08-28,AlwaysOn_West_Web,West,Web,6266,446,284,30.18,11.77,11.77,5088.87,2025-08-28 23:59:59
2025-08-28,Performance_West_Web,West,Web,4538,323,205,21.86,8.52,8.52,3685.04,2025-08-28 23:59:59
2025-08-28,AlwaysOn_West_App,West,App,5165,367,234,25.09,9.79,9.79,4111.07,2025-08-28 23:59:59
2025-08-28,Performance_West_App,West,App,3740,266,170,18.17,7.09,7.09,2976.98,2025-08-28 23:59:59
2025-08-28,AlwaysOn_West_Marketplace,West,Marketplace,4590,343,209,21.84,8.52,8.52,3755.05,2025-08-28 23:59:59
2025-08-28,Performance_West_Marketplace,West,Marketplace,3324,248,151,15.82,6.17,6.17,2719.18,2025-08-28 23:59:59
2025-08-29,AlwaysOn_North_Web,North,Web,7028,479,305,32.31,12.6,12.6,5837.39,2025-08-29 23:59:59
2025-08-29,Performance_North_Web,North,Web,5089,347,221,23.4,9.12,9.12,4227.08,2025-08-29 23:59:59
2025-08-29,AlwaysOn_North_App,North,App,5513,396,247,26.33,10.27,10.27,4859.14,2025-08-29 23:59:59
2025-08-29,Performance_North_App,North,App,3992,287,179,19.07,7.44,7.44,3518.69,2025-08-29 23:59:59
2025-08-29,AlwaysOn_North_Marketplace,North,Marketplace,4760,327,211,22.2,8.66,8.66,3684.92,2025-08-29 23:59:59
2025-08-29,Performance_North_Marketplace,North,Marketplace,3447,237,153,16.08,6.27,6.27,2668.39,2025-08-29 23:59:59
2025-08-29,AlwaysOn_South_Web,South,Web,5589,380,244,25.43,9.92,9.92,4169.16,2025-08-29 23:59:59
2025-08-29,Performance_South_Web,South,Web,4047,275,177,18.41,7.18,7.18,3019.05,2025-08-29 23:59:59
2025-08-29,AlwaysOn_South_App,South,App,5163,353,226,24.02,9.37,9.37,4172.45,2025-08-29 23:59:59
2025-08-29,Performance_South_App,South,App,3738,256,164,17.39,6.78,6.78,3021.43,2025-08-29 23:59:59
2025-08-29,AlwaysOn_South_Marketplace,South,Marketplace,4103,306,186,19.73,7.69,7.69,3228.72,2025-08-29 23:59:59
2025-08-29,Performance_South_Marketplace,South,Marketplace,2971,222,135,14.28,5.57,5.57,2338.04,2025-08-29 23:59:59
2025-08-29,AlwaysOn_East_Web,East,Web,4653,337,208,21.42,8.35,8.35,4055.33,2025-08-29 23:59:59
2025-08-29,Performance_East_Web,East,Web,3369,244,151,15.51,6.05,6.05,2936.61,2025-08-29 23:59:59
2025-08-29,AlwaysOn_East_App,East,App,4690,299,189,19.84,7.74,7.74,3776.64,2025-08-29 23:59:59
2025-08-29,Performance_East_App,East,App,3396,217,137,14.37,5.6,5.6,2734.81,2025-08-29 23:59:59
2025-08-29,AlwaysOn_East_Marketplace,East,Marketplace,3258,243,158,16.69,6.51,6.51,2783.92,2025-08-29 23:59:59
2025-08-29,Performance_East_Marketplace,East,Marketplace,2359,176,114,12.09,4.71,4.71,2015.94,2025-08-29 23:59:59
2025-08-29,AlwaysOn_West_Web,West,Web,6750,445,282,29.89,11.66,11.66,4889.96,2025-08-29 23:59:59
2025-08-29,Performance_West_Web,West,Web,4888,322,204,21.64,8.44,8.44,3541.01,2025-08-29 23:59:59
2025-08-29,AlwaysOn_West_App,West,App,5285,370,231,23.79,9.28,9.28,4171.59,2025-08-29 23:59:59
2025-08-29,Performance_West_App,West,App,3827,268,167,17.23,6.72,6.72,3020.81,2025-08-29 23:59:59
2025-08-29,AlwaysOn_West_Marketplace,West,Marketplace,4827,306,198,20.49,7.99,7.99,3959.02,2025-08-29 23:59:59
2025-08-29,Performance_West_Marketplace,West,Marketplace,3495,222,143,14.84,5.79,5.79,2866.87,2025-08-29 23:59:59
2025-08-30,AlwaysOn_North_Web,North,Web,7502,541,332,35.64,13.9,13.9,6499.99,2025-08-30 23:59:59
2025-08-30,Performance_North_Web,North,Web,5432,392,241,25.81,10.06,10.06,4706.89,2025-08-30 23:59:59
2025-08-30,AlwaysOn_North_App,North,App,7190,470,289,30.72,11.98,11.98,5209.52,2025-08-30 23:59:59
2025-08-30,Performance_North_App,North,App,5207,340,209,22.25,8.68,8.68,3772.41,2025-08-30 23:59:59
2025-08-30,AlwaysOn_North_Marketplace,North,Marketplace,5708,377,243,24.84,9.69,9.69,4648.74,2025-08-30 23:59:59
2025-08-30,Performance_North_Marketplace,North,Marketplace,4134,273,176,17.99,7.01,7.01,3366.33,2025-08-30 23:59:59
2025-08-30,AlwaysOn_South_Web,South,Web,6282,468,282,29.49,11.5,11.5,5770.02,2025-08-30 23:59:59
2025-08-30,Performance_South_Web,South,Web,4549,339,204,21.35,8.33,8.33,4178.29,2025-08-30 23:59:59
2025-08-30,AlwaysOn_South_App,South,App,5521,365,240,25.76,10.04,10.04,4336.09,2025-08-30 23:59:59
2025-08-30,Performance_South_App,South,App,3998,264,174,18.65,7.27,7.27,3139.92,2025-08-30 23:59:59
2025-08-30,AlwaysOn_South_Marketplace,South,Marketplace,4735,349,211,22.85,8.91,8.91,3835.94,2025-08-30 23:59:59
2025-08-30,Performance_South_Marketplace,South,Marketplace,3429,253,153,16.55,6.45,6.45,2777.75,2025-08-30 23:59:59
2025-08-30,AlwaysOn_East_Web,East,Web,5870,391,251,26.26,10.24,10.24,4450.86,2025-08-30 23:59:59
2025-08-30,Performance_East_Web,East,Web,4251,283,182,19.01,7.41,7.41,3223.04,2025-08-30 23:59:59
2025-08-30,AlwaysOn_East_App,East,App,4728,329,205,21.44,8.36,8.36,3753.44,2025-08-30 23:59:59
2025-08-30,Performance_East_App,East,App,3424,238,149,15.52,6.05,6.05,2718.01,2025-08-30 23:59:59
2025-08-30,AlwaysOn_East_Marketplace,East,Marketplace,3915,273,171,17.78,6.93,6.93,3073.24,2025-08-30 23:59:59
2025-08-30,Performance_East_Marketplace,East,Marketplace,2835,198,124,12.87,5.02,5.02,2225.45,2025-08-30 23:59:59
2025-08-30,AlwaysOn_West_Web,West,Web,6824,486,306,31.06,12.11,12.11,5758.35,2025-08-30 23:59:59
2025-08-30,Performance_West_Web,West,Web,4942,352,222,22.49,8.77,8.77,4169.84,2025-08-30 23:59:59
2025-08-30,AlwaysOn_West_App,West,App,6017,409,260,27.27,10.64,10.64,5183.72,2025-08-30 23:59:59
2025-08-30,Performance_West_App,West,App,4357,296,188,19.75,7.7,7.7,3753.73,2025-08-30 23:59:59
2025-08-30,AlwaysOn_West_Marketplace,West,Marketplace,4941,355,224,23.44,9.14,9.14,3898.13,2025-08-30 23:59:59
2025-08-30,Performance_West_Marketplace,West,Marketplace,3578,257,162,16.97,6.62,6.62,2822.78,2025-08-30 23:59:59
2025-08-31,AlwaysOn_North_Web,North,Web,7191,503,302,32.57,12.7,12.7,5276.13,2025-08-31 23:59:59
2025-08-31,Performance_North_Web,North,Web,5207,364,219,23.58,9.2,9.2,3820.65,2025-08-31 23:59:59
2025-08-31,AlwaysOn_North_App,North,App,6565,495,299,31.11,12.13,12.13,5710.58,2025-08-31 23:59:59
2025-08-31,Performance_North_App,North,App,4754,359,216,22.53,8.79,8.79,4135.24,2025-08-31 23:59:59
2025-08-31,AlwaysOn_North_Marketplace,North,Marketplace,5973,381,239,24.94,9.73,9.73,4961.8,2025-08-31 23:59:59
2025-08-31,Performance_North_Marketplace,North,Marketplace,4325,276,173,18.06,7.04,7.04,3593.03,2025-08-31 23:59:59
2025-08-31,AlwaysOn_South_Web,South,Web,6793,467,302,31.06,12.11,12.11,6042.1,2025-08-31 23:59:59
2025-08-31,Performance_South_Web,South,Web,4919,338,218,22.49,8.77,8.77,4375.31,2025-08-31 23:59:59
2025-08-31,AlwaysOn_South_App,South,App,5468,386,237,24.81,9.68,9.68,4530.58,2025-08-31 23:59:59
2025-08-31,Performance_South_App,South,App,3960,280,172,17.97,7.01,7.01,3280.76,2025-08-31 23:59:59
2025-08-31,AlwaysOn_South_Marketplace,South,Marketplace,4566,316,194,20.24,7.89,7.89,3814.21,2025-08-31 23:59:59
2025-08-31,Performance_South_Marketplace,South,Marketplace,3306,229,141,14.65,5.72,5.72,2762.02,2025-08-31 23:59:59
2025-08-31,AlwaysOn_East_Web,East,Web,5711,399,248,24.95,9.73,9.73,4558.69,2025-08-31 23:59:59
2025-08-31,Performance_East_Web,East,Web,4135,289,179,18.07,7.05,7.05,3301.12,2025-08-31 23:59:59
2025-08-31,AlwaysOn_East_App,East,App,4243,320,196,20.43,7.97,7.97,3650.06,2025-08-31 23:59:59
2025-08-31,Performance_East_App,East,App,3072,232,142,14.79,5.77,5.77,2643.15,2025-08-31 23:59:59
2025-08-31,AlwaysOn_East_Marketplace,East,Marketplace,4043,267,167,17.36,6.77,6.77,3024.93,2025-08-31 23:59:59
2025-08-31,Performance_East_Marketplace,East,Marketplace,2927,193,121,12.57,4.9,4.9,2190.47,2025-08-31 23:59:59
2025-08-31,AlwaysOn_West_Web,West,Web,7600,510,312,33.06,12.89,12.89,5650.78,2025-08-31 23:59:59
2025-08-31,Performance_West_Web,West,Web,5504,369,226,23.94,9.34,9.34,4091.95,2025-08-31 23:59:59
2025-08-31,AlwaysOn_West_App,West,App,6065,436,274,28.03,10.93,10.93,5221.05,2025-08-31 23:59:59
2025-08-31,Performance_West_App,West,App,4392,316,199,20.3,7.92,7.92,3780.76,2025-08-31 23:59:59
2025-08-31,AlwaysOn_West_Marketplace,West,Marketplace,4730,347,218,22.12,8.63,8.63,3831.6,2025-08-31 23:59:59
2025-08-31,Performance_West_Marketplace,West,Marketplace,3425,251,158,16.02,6.25,6.25,2774.61,2025-08-31 23:59:59
2025-09-01,AlwaysOn_North_Web,North,Web,6857,503,304,31.96,12.46,12.46,5404.91,2025-09-01 23:59:59
2025-09-01,Performance_North_Web,North,Web,4966,364,220,23.14,9.02,9.02,3913.9,2025-09-01 23:59:59
2025-09-01,AlwaysOn_North_App,North,App,5626,416,260,27.46,10.71,10.71,4982.36,2025-09-01 23:59:59
2025-09-01,Performance_North_App,North,App,4074,301,189,19.88,7.75,7.75,3607.92,2025-09-01 23:59:59
2025-09-01,AlwaysOn_North_Marketplace,North,Marketplace,4907,322,210,21.72,8.47,8.47,3861.66,2025-09-01 23:59:59
2025-09-01,Performance_North_Marketplace,North,Marketplace,3553,233,152,15.73,6.13,6.13,2796.38,2025-09-01 23:59:59
2025-09-01,AlwaysOn_South_Web,South,Web,5893,424,265,28.31,11.04,11.04,5039.49,2025-09-01 23:59:59
2025-09-01,Performance_South_Web,South,Web,4267,307,192,20.5,7.99,7.99,3649.29,2025-09-01 23:59:59
2025-09-01,AlwaysOn_South_App,South,App,5064,399,229,23.39,9.12,9.12,4560.78,2025-09-01 23:59:59
2025-09-01,Performance_South_App,South,App,3667,289,166,16.94,6.61,6.61,3302.63,2025-09-01 23:59:59
2025-09-01,AlwaysOn_South_Marketplace,South,Marketplace,3822,305,189,19.61,7.65,7.65,3173.11,2025-09-01 23:59:59
2025-09-01,Performance_South_Marketplace,South,Marketplace,2767,221,137,14.2,5.54,5.54,2297.77,2025-09-01 23:59:59
