order_id,line_id,order_ts,date,region,channel,product_id,category,quantity,unit_price,discount_pct,return_flag,return_value,returns_value,cogs,net_revenue
O00027501,O00027501_1,2025-09-17 09:09:00,2025-09-17,South,App,P012,Home,1,4336.11,0.0258,0,0.0,0.0,2796.99,4224.24
O00027502,O00027502_1,2025-09-17 07:27:00,2025-09-17,South,App,P022,Beauty,1,1784.47,0.0333,0,0.0,0.0,1211.42,1725.05
O00027503,O00027503_1,2025-09-17 13:12:00,2025-09-17,South,App,P015,Home,2,4807.6,0.0171,0,0.0,0.0,6450.77,9450.78
O00027504,O00027504_1,2025-09-17 22:44:00,2025-09-17,South,App,P059,Sports,3,5051.88,0.0262,0,0.0,0.0,9797.66,14758.56
O00027505,O00027505_1,2025-09-17 07:16:00,2025-09-17,South,App,P007,Electronics,1,18636.11,0.0174,0,0.0,0.0,12566.56,18311.84
O00027506,O00027506_1,2025-09-17 13:57:00,2025-09-17,South,App,P047,Fashion,1,3503.33,0.0275,0,0.0,0.0,2145.63,3406.99
O00027507,O00027507_1,2025-09-17 05:50:00,2025-09-17,South,Marketplace,P015,Home,1,4828.95,0.0291,0,0.0,0.0,3092.43,4688.43
O00027508,O00027508_1,2025-09-17 15:41:00,2025-09-17,South,Marketplace,P052,Sports,3,3739.52,0.0294,0,0.0,0.0,7282.11,10888.73
O00027509,O00027509_1,2025-09-17 15:49:00,2025-09-17,South,Marketplace,P051,Sports,2,3473.05,0.0143,0,0.0,0.0,4781.56,6846.77
O00027510,O00027510_1,2025-09-17 03:49:00,2025-09-17,South,Marketplace,P056,Sports,1,4608.88,0.0347,0,0.0,0.0,2881.63,4448.95
O00027511,O00027511_1,2025-09-17 10:18:00,2025-09-17,South,Marketplace,P008,Electronics,2,19665.9,0.0408,0,0.0,0.0,24935.56,37727.06
O00027512,O00027512_1,2025-09-17 00:59:00,2025-09-17,South,Marketplace,P041,Fashion,1,2767.2,0.0493,0,0.0,0.0,1817.53,2630.78
O00027513,O00027513_1,2025-09-17 08:50:00,2025-09-17,South,Marketplace,P021,Beauty,2,1660.85,0.0415,0,0.0,0.0,2152.13,3183.85
O00027514,O00027514_1,2025-09-17 14:27:00,2025-09-17,South,Marketplace,P052,Sports,3,3798.6,0.0486,0,0.0,0.0,6853.48,10841.96
O00027515,O00027515_1,2025-09-17 18:29:00,2025-09-17,South,Marketplace,P001,Electronics,1,14249.67,0.0128,0,0.0,0.0,9427.06,14067.27
O00027516,O00027516_1,2025-09-17 07:24:00,2025-09-17,South,Marketplace,P053,Sports,1,3929.95,0.0208,0,0.0,0.0,2494.96,3848.21
O00027517,O00027517_1,2025-09-17 23:24:00,2025-09-17,South,Marketplace,P039,Grocery,1,1051.95,0.0358,0,0.0,0.0,634.46,1014.29
O00027518,O00027518_1,2025-09-17 22:12:00,2025-09-17,South,Marketplace,P007,Electronics,1,18519.78,0.0458,0,0.0,0.0,11832.45,17671.57
O00027519,O00027519_1,2025-09-17 17:24:00,2025-09-17,South,Marketplace,P041,Fashion,1,2681.02,0.0379,0,0.0,0.0,1764.0,2579.41
O00027520,O00027520_1,2025-09-17 21:45:00,2025-09-17,South,Marketplace,P027,Beauty,3,2225.66,0.0207,0,0.0,0.0,4270.34,6538.77
O00027521,O00027521_1,2025-09-17 14:44:00,2025-09-17,South,Web,P024,Beauty,1,1918.65,0.0463,0,0.0,0.0,1201.11,1829.82
O00027522,O00027522_1,2025-09-17 13:36:00,2025-09-17,South,Web,P011,Home,3,4119.23,0.001,0,0.0,0.0,8156.96,12345.33
O00027523,O00027523_1,2025-09-17 13:48:00,2025-09-17,South,Web,P021,Beauty,1,1697.03,0.0235,0,0.0,0.0,1038.24,1657.15
O00027524,O00027524_1,2025-09-17 16:56:00,2025-09-17,South,Web,P032,Grocery,3,789.09,0.0153,0,0.0,0.0,1653.36,2331.05
O00027525,O00027525_1,2025-09-17 02:39:00,2025-09-17,South,Web,P032,Grocery,2,803.18,0.0135,0,0.0,0.0,1057.07,1584.67
O00027526,O00027526_1,2025-09-17 12:57:00,2025-09-17,South,Web,P013,Home,2,4494.23,0.0004,0,0.0,0.0,5715.12,8984.86
O00027527,O00027527_1,2025-09-17 19:10:00,2025-09-17,South,Web,P031,Grocery,2,771.27,0.0322,0,0.0,0.0,1021.69,1492.87
O00027528,O00027528_1,2025-09-17 04:23:00,2025-09-17,South,Web,P034,Grocery,2,855.56,0.0382,0,0.0,0.0,1080.42,1645.76
O00027529,O00027529_1,2025-09-17 19:30:00,2025-09-17,South,Web,P046,Fashion,2,3386.04,0.0465,0,0.0,0.0,4349.54,6457.18
O00027530,O00027530_1,2025-09-17 14:07:00,2025-09-17,South,Web,P042,Fashion,1,2805.97,0.0305,0,0.0,0.0,1743.19,2720.39
O00027531,O00027531_1,2025-09-17 02:42:00,2025-09-17,South,Web,P012,Home,1,4427.59,0.0436,0,0.0,0.0,2723.38,4234.55
O00027532,O00027532_1,2025-09-17 08:39:00,2025-09-17,South,Web,P033,Grocery,1,816.72,0.0324,0,0.0,0.0,521.04,790.26
O00027533,O00027533_1,2025-09-17 06:18:00,2025-09-17,South,Web,P019,Home,1,5837.76,0.0286,0,0.0,0.0,3753.41,5670.8
O00027534,O00027534_1,2025-09-17 18:53:00,2025-09-17,South,Web,P019,Home,1,5789.81,0.0221,0,0.0,0.0,3862.16,5661.86
O00027535,O00027535_1,2025-09-17 06:52:00,2025-09-17,South,Web,P041,Fashion,2,2664.35,0.019,0,0.0,0.0,3369.44,5227.45
O00027536,O00027536_1,2025-09-17 07:26:00,2025-09-17,South,Web,P056,Sports,1,4535.56,0.0476,0,0.0,0.0,2756.17,4319.67
O00027537,O00027537_1,2025-09-17 04:05:00,2025-09-17,South,Web,P022,Beauty,1,1747.18,0.0334,0,0.0,0.0,1089.3,1688.82
O00027538,O00027538_1,2025-09-17 16:56:00,2025-09-17,West,App,P007,Electronics,3,18555.53,0.0225,0,0.0,0.0,32871.06,54414.09
O00027539,O00027539_1,2025-09-17 14:12:00,2025-09-17,West,App,P025,Beauty,1,2030.88,0.0238,0,0.0,0.0,1223.54,1982.55
O00027540,O00027540_1,2025-09-17 18:54:00,2025-09-17,West,App,P029,Beauty,3,2273.41,0.0278,0,0.0,0.0,4193.23,6630.63
O00027541,O00027541_1,2025-09-17 23:53:00,2025-09-17,West,App,P027,Beauty,1,2203.28,0.0284,0,0.0,0.0,1411.58,2140.71
O00027542,O00027542_1,2025-09-17 08:31:00,2025-09-17,West,App,P041,Fashion,2,2744.63,0.0186,0,0.0,0.0,3679.91,5387.16
O00027543,O00027543_1,2025-09-17 04:17:00,2025-09-17,West,App,P053,Sports,2,3900.54,0.0237,0,0.0,0.0,4936.87,7616.19
O00027544,O00027544_1,2025-09-17 01:10:00,2025-09-17,West,App,P010,Electronics,1,21141.37,0.0326,0,0.0,0.0,13779.91,20452.16
O00027545,O00027545_1,2025-09-17 08:25:00,2025-09-17,West,App,P023,Beauty,1,1857.74,0.0218,0,0.0,0.0,1287.31,1817.24
O00027546,O00027546_1,2025-09-17 08:13:00,2025-09-17,West,App,P013,Home,1,4553.37,0.0272,0,0.0,0.0,3083.53,4429.52
O00027547,O00027547_1,2025-09-17 12:14:00,2025-09-17,West,App,P006,Electronics,3,17905.38,0.044,0,0.0,0.0,33515.38,51352.63
O00027548,O00027548_1,2025-09-17 05:01:00,2025-09-17,West,App,P057,Sports,1,4696.78,0.027,0,0.0,0.0,3007.89,4569.97
O00027549,O00027549_1,2025-09-17 23:57:00,2025-09-17,West,App,P022,Beauty,1,1828.84,0.0212,0,0.0,0.0,1205.14,1790.07
O00027550,O00027550_1,2025-09-17 09:34:00,2025-09-17,West,App,P008,Electronics,2,19750.44,0.0475,0,0.0,0.0,25179.42,37624.59
O00027551,O00027551_1,2025-09-17 02:04:00,2025-09-17,West,App,P012,Home,3,4229.4,0.0078,0,0.0,0.0,8289.91,12589.23
O00027552,O00027552_1,2025-09-17 05:26:00,2025-09-17,West,App,P010,Electronics,3,20636.76,0.0316,0,0.0,0.0,41672.61,59953.92
O00027553,O00027553_1,2025-09-17 22:20:00,2025-09-17,West,App,P030,Beauty,1,2409.4,0.0355,0,0.0,0.0,1528.12,2323.87
O00027554,O00027554_1,2025-09-17 16:19:00,2025-09-17,West,App,P039,Grocery,2,1082.8,0.0254,0,0.0,0.0,1413.92,2110.59
O00027555,O00027555_1,2025-09-17 04:44:00,2025-09-17,West,Marketplace,P042,Fashion,1,2761.0,0.0235,0,0.0,0.0,1815.03,2696.12
O00027556,O00027556_1,2025-09-17 23:27:00,2025-09-17,West,Marketplace,P044,Fashion,2,3106.49,0.0252,0,0.0,0.0,3843.62,6056.41
O00027557,O00027557_1,2025-09-17 03:33:00,2025-09-17,West,Marketplace,P015,Home,2,4868.27,0.0333,0,0.0,0.0,6245.02,9412.31
O00027558,O00027558_1,2025-09-17 20:37:00,2025-09-17,West,Marketplace,P034,Grocery,3,843.92,0.0154,0,0.0,0.0,1692.72,2492.77
O00027559,O00027559_1,2025-09-17 22:34:00,2025-09-17,West,Marketplace,P008,Electronics,2,19499.19,0.0163,0,0.0,0.0,24874.09,38362.71
O00027560,O00027560_1,2025-09-17 05:39:00,2025-09-17,West,Marketplace,P008,Electronics,1,19557.62,0.0258,0,0.0,0.0,12887.14,19053.03
O00027561,O00027561_1,2025-09-17 20:55:00,2025-09-17,West,Marketplace,P004,Electronics,1,16511.55,0.035,0,0.0,0.0,10514.15,15933.65
O00027562,O00027562_1,2025-09-17 02:59:00,2025-09-17,West,Marketplace,P001,Electronics,1,15093.38,0.0142,0,0.0,0.0,9754.14,14879.05
O00027563,O00027563_1,2025-09-17 12:09:00,2025-09-17,West,Marketplace,P011,Home,1,3995.69,0.0111,0,0.0,0.0,2614.84,3951.34
O00027564,O00027564_1,2025-09-17 02:22:00,2025-09-17,West,Marketplace,P056,Sports,1,4536.26,0.0252,0,0.0,0.0,2974.32,4421.95
O00027565,O00027565_1,2025-09-17 09:46:00,2025-09-17,West,Marketplace,P015,Home,1,4936.4,0.038,0,0.0,0.0,3135.35,4748.82
O00027566,O00027566_1,2025-09-17 20:10:00,2025-09-17,West,Marketplace,P042,Fashion,1,2880.19,0.0171,0,0.0,0.0,1888.03,2830.94
O00027567,O00027567_1,2025-09-17 02:56:00,2025-09-17,West,Marketplace,P038,Grocery,3,1046.27,0.0,0,0.0,0.0,2119.53,3138.81
O00027568,O00027568_1,2025-09-17 01:30:00,2025-09-17,West,Marketplace,P005,Electronics,3,17765.93,0.0375,0,0.0,0.0,34025.95,51299.12
O00027569,O00027569_1,2025-09-17 13:21:00,2025-09-17,West,Marketplace,P031,Grocery,3,761.85,0.0226,0,0.0,0.0,1484.93,2233.9
O00027570,O00027570_1,2025-09-17 15:49:00,2025-09-17,West,Web,P056,Sports,2,4429.55,0.0245,0,0.0,0.0,5919.07,8642.05
O00027571,O00027571_1,2025-09-17 09:50:00,2025-09-17,West,Web,P046,Fashion,3,3414.85,0.0459,0,0.0,0.0,6541.89,9774.33
O00027572,O00027572_1,2025-09-17 02:49:00,2025-09-17,West,Web,P058,Sports,1,4676.47,0.0154,0,0.0,0.0,3073.94,4604.45
O00027573,O00027573_1,2025-09-17 12:43:00,2025-09-17,West,Web,P012,Home,1,4239.1,0.0124,0,0.0,0.0,2686.38,4186.54
O00027574,O00027574_1,2025-09-17 14:13:00,2025-09-17,West,Web,P052,Sports,1,3770.29,0.0242,0,0.0,0.0,2533.39,3679.05
O00027575,O00027575_1,2025-09-17 05:18:00,2025-09-17,West,Web,P023,Beauty,1,1860.08,0.0221,0,0.0,0.0,1188.4,1818.97
O00027576,O00027576_1,2025-09-17 16:53:00,2025-09-17,West,Web,P032,Grocery,1,798.19,0.0274,0,0.0,0.0,522.77,776.32
O00027577,O00027577_1,2025-09-17 00:19:00,2025-09-17,West,Web,P032,Grocery,2,819.7,0.0231,0,0.0,0.0,1067.8,1601.53
O00027578,O00027578_1,2025-09-17 12:52:00,2025-09-17,West,Web,P023,Beauty,2,1840.53,0.0237,0,0.0,0.0,2461.14,3593.82
O00027579,O00027579_1,2025-09-17 12:51:00,2025-09-17,West,Web,P016,Home,1,5227.18,0.0415,0,0.0,0.0,3247.18,5010.25
O00027580,O00027580_1,2025-09-17 09:11:00,2025-09-17,West,Web,P023,Beauty,1,1865.66,0.026,0,0.0,0.0,1360.69,1817.15
O00027581,O00027581_1,2025-09-17 03:48:00,2025-09-17,West,Web,P044,Fashion,3,3161.46,0.0224,0,0.0,0.0,6084.76,9271.93
O00027582,O00027582_1,2025-09-17 14:36:00,2025-09-17,West,Web,P059,Sports,1,5041.32,0.0159,0,0.0,0.0,3039.75,4961.16
O00027583,O00027583_1,2025-09-17 08:27:00,2025-09-17,West,Web,P034,Grocery,1,874.46,0.0145,0,0.0,0.0,569.63,861.78
O00027584,O00027584_1,2025-09-17 18:35:00,2025-09-17,West,Web,P057,Sports,2,4622.3,0.0131,0,0.0,0.0,6139.52,9123.5
O00027585,O00027585_1,2025-09-17 13:19:00,2025-09-17,West,Web,P002,Electronics,1,14672.4,0.0218,0,0.0,0.0,9882.92,14352.54
O00027586,O00027586_1,2025-09-17 13:26:00,2025-09-17,West,Web,P017,Home,1,5481.94,0.0187,0,0.0,0.0,3117.54,5379.43
O00027587,O00027587_1,2025-09-17 01:43:00,2025-09-17,West,Web,P048,Fashion,1,3664.06,0.0316,0,0.0,0.0,2243.72,3548.28
O00027588,O00027588_1,2025-09-17 16:57:00,2025-09-17,West,Web,P044,Fashion,2,3164.24,0.0257,0,0.0,0.0,4160.9,6165.84
O00027589,O00027589_1,2025-09-17 14:32:00,2025-09-17,West,Web,P012,Home,1,4276.77,0.0362,0,0.0,0.0,2780.67,4121.95
O00027590,O00027590_1,2025-09-17 22:16:00,2025-09-17,West,Web,P047,Fashion,1,3421.46,0.034,0,0.0,0.0,2345.33,3305.13
O00027591,O00027591_1,2025-09-18 15:18:00,2025-09-18,East,App,P043,Fashion,1,2975.09,0.0251,0,0.0,0.0,1878.45,2900.42
O00027592,O00027592_1,2025-09-18 16:49:00,2025-09-18,East,App,P005,Electronics,1,17175.56,0.0413,0,0.0,0.0,10646.48,16466.21
O00027593,O00027593_1,2025-09-18 15:07:00,2025-09-18,East,App,P050,Fashion,2,3983.45,0.0603,0,0.0,0.0,5187.0,7486.5
O00027594,O00027594_1,2025-09-18 15:20:00,2025-09-18,East,App,P043,Fashion,2,3003.89,0.0096,0,0.0,0.0,3866.71,5950.11
O00027595,O00027595_1,2025-09-18 19:39:00,2025-09-18,East,App,P037,Grocery,2,982.45,0.0323,0,0.0,0.0,1279.31,1901.43
O00027596,O00027596_1,2025-09-18 01:20:00,2025-09-18,East,App,P026,Beauty,1,2141.23,0.0182,0,0.0,0.0,1414.84,2102.26
O00027597,O00027597_1,2025-09-18 14:42:00,2025-09-18,East,App,P025,Beauty,1,2021.21,0.0141,0,0.0,0.0,1390.24,1992.71
O00027598,O00027598_1,2025-09-18 12:31:00,2025-09-18,East,App,P047,Fashion,2,3601.44,0.011,0,0.0,0.0,4916.54,7123.65
O00027599,O00027599_1,2025-09-18 06:19:00,2025-09-18,East,App,P029,Beauty,2,2316.59,0.0223,0,0.0,0.0,3038.96,4529.86
O00027600,O00027600_1,2025-09-18 21:50:00,2025-09-18,East,App,P005,Electronics,1,17259.29,0.0191,0,0.0,0.0,11527.32,16929.64
O00027601,O00027601_1,2025-09-18 02:01:00,2025-09-18,East,App,P009,Electronics,2,20553.1,0.0369,0,0.0,0.0,27042.5,39589.38
O00027602,O00027602_1,2025-09-18 20:51:00,2025-09-18,East,App,P015,Home,1,4958.67,0.0194,0,0.0,0.0,3435.13,4862.47
O00027603,O00027603_1,2025-09-18 11:39:00,2025-09-18,East,App,P027,Beauty,1,2222.23,0.0212,0,0.0,0.0,1368.63,2175.12
O00027604,O00027604_1,2025-09-18 02:27:00,2025-09-18,East,App,P022,Beauty,1,1776.63,0.0219,0,0.0,0.0,1149.08,1737.72
O00027605,O00027605_1,2025-09-18 02:36:00,2025-09-18,East,App,P053,Sports,1,3888.15,0.0317,0,0.0,0.0,2530.11,3764.9
O00027606,O00027606_1,2025-09-18 00:26:00,2025-09-18,East,Marketplace,P015,Home,2,4996.42,0.0209,0,0.0,0.0,6821.99,9783.99
O00027607,O00027607_1,2025-09-18 04:20:00,2025-09-18,East,Marketplace,P051,Sports,1,3564.48,0.0,0,0.0,0.0,2484.93,3564.48
O00027608,O00027608_1,2025-09-18 04:03:00,2025-09-18,East,Marketplace,P030,Beauty,1,2409.56,0.002,0,0.0,0.0,1540.96,2404.74
O00027609,O00027609_1,2025-09-18 16:22:00,2025-09-18,East,Marketplace,P024,Beauty,1,1972.78,0.0256,0,0.0,0.0,1275.29,1922.28
O00027610,O00027610_1,2025-09-18 14:08:00,2025-09-18,East,Marketplace,P043,Fashion,1,3025.0,0.036,0,0.0,0.0,1912.36,2916.1
O00027611,O00027611_1,2025-09-18 10:46:00,2025-09-18,East,Marketplace,P012,Home,1,4470.4,0.0299,0,0.0,0.0,2912.29,4336.74
O00027612,O00027612_1,2025-09-18 00:49:00,2025-09-18,East,Marketplace,P004,Electronics,1,16855.99,0.028,0,0.0,0.0,11032.51,16384.02
O00027613,O00027613_1,2025-09-18 04:22:00,2025-09-18,East,Marketplace,P025,Beauty,3,2002.13,0.0274,0,0.0,0.0,3655.79,5841.81
O00027614,O00027614_1,2025-09-18 19:10:00,2025-09-18,East,Marketplace,P017,Home,1,5270.5,0.024,0,0.0,0.0,3176.45,5144.01
O00027615,O00027615_1,2025-09-18 04:30:00,2025-09-18,East,Marketplace,P013,Home,2,4367.99,0.0295,0,0.0,0.0,5851.08,8478.27
O00027616,O00027616_1,2025-09-18 04:10:00,2025-09-18,East,Marketplace,P004,Electronics,3,16256.49,0.0249,0,0.0,0.0,31049.46,47555.11
O00027617,O00027617_1,2025-09-18 01:34:00,2025-09-18,East,Web,P007,Electronics,3,18553.85,0.0308,0,0.0,0.0,34866.09,53947.17
O00027618,O00027618_1,2025-09-18 00:48:00,2025-09-18,East,Web,P045,Fashion,1,3289.08,0.0282,0,0.0,0.0,2144.03,3196.33
O00027619,O00027619_1,2025-09-18 04:13:00,2025-09-18,East,Web,P043,Fashion,3,2921.83,0.0284,0,0.0,0.0,5785.31,8516.55
O00027620,O00027620_1,2025-09-18 22:18:00,2025-09-18,East,Web,P004,Electronics,1,16829.37,0.0233,0,0.0,0.0,10476.72,16437.25
O00027621,O00027621_1,2025-09-18 18:08:00,2025-09-18,East,Web,P026,Beauty,3,2051.88,0.0111,0,0.0,0.0,4225.84,6087.31
O00027622,O00027622_1,2025-09-18 03:48:00,2025-09-18,East,Web,P054,Sports,1,4027.06,0.0467,0,0.0,0.0,2578.0,3839.0
O00027623,O00027623_1,2025-09-18 11:02:00,2025-09-18,East,Web,P005,Electronics,3,17037.07,0.001,0,0.0,0.0,32421.54,51060.1
O00027624,O00027624_1,2025-09-18 11:27:00,2025-09-18,East,Web,P024,Beauty,3,1960.13,0.0212,0,0.0,0.0,3751.6,5755.73
O00027625,O00027625_1,2025-09-18 12:06:00,2025-09-18,East,Web,P014,Home,3,4820.11,0.0339,0,0.0,0.0,8918.09,13970.12
O00027626,O00027626_1,2025-09-18 13:02:00,2025-09-18,East,Web,P057,Sports,3,4575.57,0.0294,0,0.0,0.0,9212.08,13323.14
O00027627,O00027627_1,2025-09-18 00:45:00,2025-09-18,East,Web,P046,Fashion,2,3446.72,0.0223,1,6739.72,6739.72,4379.36,0.0
O00027628,O00027628_1,2025-09-18 20:08:00,2025-09-18,East,Web,P048,Fashion,1,3626.65,0.0368,0,0.0,0.0,2385.85,3493.19
O00027629,O00027629_1,2025-09-18 12:25:00,2025-09-18,East,Web,P046,Fashion,3,3438.65,0.0327,0,0.0,0.0,6764.72,9978.62
O00027630,O00027630_1,2025-09-18 09:32:00,2025-09-18,East,Web,P052,Sports,1,3781.06,0.0268,0,0.0,0.0,2588.23,3679.73
O00027631,O00027631_1,2025-09-18 06:24:00,2025-09-18,East,Web,P022,Beauty,2,1753.38,0.0279,0,0.0,0.0,2394.47,3408.92
O00027632,O00027632_1,2025-09-18 03:51:00,2025-09-18,East,Web,P023,Beauty,1,1838.9,0.0043,0,0.0,0.0,1300.14,1830.99
O00027633,O00027633_1,2025-09-18 21:02:00,2025-09-18,North,App,P017,Home,1,5534.04,0.0272,0,0.0,0.0,3554.49,5383.51
O00027634,O00027634_1,2025-09-18 07:21:00,2025-09-18,North,App,P025,Beauty,3,2038.78,0.0232,0,0.0,0.0,3881.75,5974.44
O00027635,O00027635_1,2025-09-18 18:22:00,2025-09-18,North,App,P004,Electronics,1,16546.55,0.0237,0,0.0,0.0,10524.52,16154.4
O00027636,O00027636_1,2025-09-18 19:41:00,2025-09-18,North,App,P035,Grocery,3,925.91,0.0386,0,0.0,0.0,1690.94,2670.51
O00027637,O00027637_1,2025-09-18 20:16:00,2025-09-18,North,App,P021,Beauty,2,1654.5,0.0073,0,0.0,0.0,2289.68,3284.84
O00027638,O00027638_1,2025-09-18 15:39:00,2025-09-18,North,App,P023,Beauty,1,1818.65,0.0,0,0.0,0.0,1201.39,1818.65
O00027639,O00027639_1,2025-09-18 17:06:00,2025-09-18,North,App,P038,Grocery,1,1003.27,0.0161,0,0.0,0.0,649.6,987.12
O00027640,O00027640_1,2025-09-18 21:13:00,2025-09-18,North,App,P004,Electronics,1,17111.83,0.0292,0,0.0,0.0,11094.02,16612.16
O00027641,O00027641_1,2025-09-18 09:45:00,2025-09-18,North,App,P043,Fashion,3,2960.28,0.0253,0,0.0,0.0,5868.69,8656.15
O00027642,O00027642_1,2025-09-18 22:16:00,2025-09-18,North,App,P037,Grocery,3,975.83,0.0314,0,0.0,0.0,1930.17,2835.57
O00027643,O00027643_1,2025-09-18 09:19:00,2025-09-18,North,App,P044,Fashion,2,3149.8,0.0029,0,0.0,0.0,3990.95,6281.33
O00027644,O00027644_1,2025-09-18 15:52:00,2025-09-18,North,App,P048,Fashion,2,3596.71,0.0055,0,0.0,0.0,4792.4,7153.86
O00027645,O00027645_1,2025-09-18 18:49:00,2025-09-18,North,App,P052,Sports,1,3899.68,0.0104,0,0.0,0.0,2930.9,3859.12
O00027646,O00027646_1,2025-09-18 13:40:00,2025-09-18,North,App,P013,Home,1,4479.97,0.0374,0,0.0,0.0,2844.12,4312.42
O00027647,O00027647_1,2025-09-18 18:36:00,2025-09-18,North,App,P001,Electronics,3,14630.23,0.0266,0,0.0,0.0,27570.58,42723.2
O00027648,O00027648_1,2025-09-18 18:42:00,2025-09-18,North,App,P028,Beauty,3,2360.53,0.0345,0,0.0,0.0,4228.92,6837.28
O00027649,O00027649_1,2025-09-18 04:21:00,2025-09-18,North,App,P049,Fashion,1,3796.97,0.0132,0,0.0,0.0,2356.22,3746.85
O00027650,O00027650_1,2025-09-18 11:32:00,2025-09-18,North,App,P056,Sports,2,4546.16,0.0538,0,0.0,0.0,5627.08,8603.15
O00027651,O00027651_1,2025-09-18 09:12:00,2025-09-18,North,App,P051,Sports,1,3635.41,0.0161,0,0.0,0.0,2404.07,3576.88
O00027652,O00027652_1,2025-09-18 19:01:00,2025-09-18,North,App,P005,Electronics,2,17445.41,0.0166,0,0.0,0.0,22331.39,34311.63
O00027653,O00027653_1,2025-09-18 16:23:00,2025-09-18,North,Marketplace,P033,Grocery,2,826.28,0.0184,0,0.0,0.0,1113.25,1622.15
O00027654,O00027654_1,2025-09-18 06:48:00,2025-09-18,North,Marketplace,P056,Sports,1,4501.06,0.0486,0,0.0,0.0,2795.56,4282.31
O00027655,O00027655_1,2025-09-18 11:49:00,2025-09-18,North,Marketplace,P045,Fashion,2,3203.57,0.0102,0,0.0,0.0,4097.63,6341.79
O00027656,O00027656_1,2025-09-18 12:24:00,2025-09-18,North,Marketplace,P041,Fashion,3,2768.7,0.0199,0,0.0,0.0,5559.48,8140.81
O00027657,O00027657_1,2025-09-18 05:22:00,2025-09-18,North,Marketplace,P041,Fashion,1,2732.45,0.0251,0,0.0,0.0,1769.6,2663.87
O00027658,O00027658_1,2025-09-18 18:57:00,2025-09-18,North,Marketplace,P016,Home,2,5079.62,0.0377,0,0.0,0.0,6857.63,9776.24
O00027659,O00027659_1,2025-09-18 09:26:00,2025-09-18,North,Marketplace,P019,Home,1,5904.22,0.0315,0,0.0,0.0,3965.3,5718.24
O00027660,O00027660_1,2025-09-18 18:15:00,2025-09-18,North,Marketplace,P011,Home,1,4067.92,0.0346,0,0.0,0.0,2492.76,3927.17
O00027661,O00027661_1,2025-09-18 21:43:00,2025-09-18,North,Marketplace,P060,Sports,2,5336.23,0.0177,0,0.0,0.0,6938.72,10483.56
O00027662,O00027662_1,2025-09-18 05:50:00,2025-09-18,North,Marketplace,P029,Beauty,2,2427.54,0.0017,0,0.0,0.0,3165.06,4846.83
O00027663,O00027663_1,2025-09-18 08:44:00,2025-09-18,North,Marketplace,P009,Electronics,1,20257.09,0.0337,0,0.0,0.0,12568.56,19574.43
O00027664,O00027664_1,2025-09-18 20:54:00,2025-09-18,North,Marketplace,P016,Home,1,5221.11,0.0315,0,0.0,0.0,3332.26,5056.65
O00027665,O00027665_1,2025-09-18 08:00:00,2025-09-18,North,Marketplace,P007,Electronics,2,18867.23,0.0072,0,0.0,0.0,23438.79,37462.77
O00027666,O00027666_1,2025-09-18 13:57:00,2025-09-18,North,Marketplace,P036,Grocery,1,950.81,0.0176,0,0.0,0.0,595.06,934.08
O00027667,O00027667_1,2025-09-18 08:04:00,2025-09-18,North,Marketplace,P044,Fashion,1,3095.76,0.0319,0,0.0,0.0,2019.72,2997.01
O00027668,O00027668_1,2025-09-18 08:33:00,2025-09-18,North,Marketplace,P047,Fashion,2,3611.63,0.0326,0,0.0,0.0,4520.24,6987.78
O00027669,O00027669_1,2025-09-18 17:09:00,2025-09-18,North,Web,P039,Grocery,3,1017.4,0.0537,0,0.0,0.0,1837.4,2888.3
O00027670,O00027670_1,2025-09-18 19:38:00,2025-09-18,North,Web,P027,Beauty,1,2202.88,0.0268,0,0.0,0.0,1280.42,2143.84
O00027671,O00027671_1,2025-09-18 06:54:00,2025-09-18,North,Web,P039,Grocery,1,1094.08,0.0168,0,0.0,0.0,718.54,1075.7
O00027672,O00027672_1,2025-09-18 03:40:00,2025-09-18,North,Web,P014,Home,2,4807.58,0.0172,0,0.0,0.0,6024.47,9449.78
O00027673,O00027673_1,2025-09-18 06:34:00,2025-09-18,North,Web,P039,Grocery,1,1110.09,0.0152,0,0.0,0.0,754.31,1093.22
O00027674,O00027674_1,2025-09-18 02:57:00,2025-09-18,North,Web,P022,Beauty,1,1731.86,0.0032,0,0.0,0.0,1093.19,1726.32
O00027675,O00027675_1,2025-09-18 13:06:00,2025-09-18,North,Web,P058,Sports,2,4901.22,0.0152,0,0.0,0.0,6733.07,9653.44
O00027676,O00027676_1,2025-09-18 14:30:00,2025-09-18,North,Web,P027,Beauty,1,2186.72,0.0327,0,0.0,0.0,1443.75,2115.21
O00027677,O00027677_1,2025-09-18 23:15:00,2025-09-18,North,Web,P036,Grocery,1,933.06,0.0473,0,0.0,0.0,606.82,888.93
O00027678,O00027678_1,2025-09-18 07:31:00,2025-09-18,North,Web,P027,Beauty,1,2135.27,0.0278,0,0.0,0.0,1363.87,2075.91
O00027679,O00027679_1,2025-09-18 08:40:00,2025-09-18,North,Web,P036,Grocery,1,939.83,0.0311,1,910.6,910.6,593.56,0.0
O00027680,O00027680_1,2025-09-18 07:17:00,2025-09-18,North,Web,P006,Electronics,3,17196.68,0.0136,0,0.0,0.0,32726.05,50888.42
O00027681,O00027681_1,2025-09-18 06:47:00,2025-09-18,North,Web,P043,Fashion,2,2968.33,0.0321,0,0.0,0.0,3931.07,5746.09
